,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1952,1.0,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8.42381024250297,8
1955,1.0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9.314358391504515,9
1957,1.0,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12.212558646903956,12
1958,1.0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6.7482937698156285,6
1960,1.0,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035,9.218667684704803,8
1963,1.0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9.10656910676324,9
1966,1.0,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,9.26576451153176,8
1967,1.0,0.43,0.325,0.09,0.425,0.217,0.087,0.095,6.833442342269726,7
1969,1.0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,7.228220360379403,8
1981,1.0,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,8.566776889026995,9
1982,1.0,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,9.450040943545057,8
1988,1.0,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7.4851802031158945,7
1993,1.0,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,8.904934898100056,9
2000,1.0,0.46,0.35,0.12,0.515,0.2239999999999999,0.108,0.1565,9.283831765418041,10
2001,1.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,8.53503101082234,10
2002,1.0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,6.867019297015024,5
2003,1.0,0.4,0.315,0.09,0.33,0.151,0.068,0.08,7.576114241481614,6
2004,1.0,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,9.433852684857849,10
2006,1.0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10.943429718944575,10
2008,1.0,0.44,0.34,0.1,0.451,0.188,0.087,0.13,9.02605985167919,10
2011,1.0,0.475,0.355,0.115,0.5195,0.2789999999999999,0.088,0.1325,6.971095866044922,7
2015,1.0,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,10.552215880680558,11
2019,1.0,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,9.643810108913273,8
2023,1.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,8.43082031806528,11
2027,1.0,0.5,0.4,0.145,0.63,0.2339999999999999,0.1465,0.23,11.816938606567795,12
2029,1.0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,10.062740594565675,18
2039,1.0,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10.652821260583703,10
2040,1.0,0.395,0.29,0.095,0.3,0.158,0.068,0.078,6.718622980951783,7
2041,1.0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,8.814813040602678,7
2044,1.0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,7.700996758807093,6
2045,1.0,0.41,0.31,0.09,0.3389999999999999,0.155,0.0695,0.09,7.585485320183597,7
2048,1.0,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,10.164693256837115,9
2050,1.0,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,8.271780794062156,9
2056,1.0,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,8.925916587644588,10
2057,1.0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,8.815236697822023,10
2059,1.0,0.565,0.42,0.155,0.743,0.31,0.186,0.231,10.282206066089552,9
2060,1.0,0.5,0.38,0.125,0.5770000000000001,0.2689999999999999,0.1265,0.1535,8.213969594050296,9
2063,1.0,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7.254433176955122,7
2064,1.0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,10.646743840460028,8
2065,1.0,0.48,0.405,0.13,0.6375,0.2769999999999999,0.1445,0.21,10.177561594592252,10
2067,1.0,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,8.958834918629819,9
2070,1.0,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,7.691555357834479,8
2073,1.0,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,11.43916401897349,12
2076,1.0,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,9.141740703373376,8
2078,1.0,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8.5205703158718,8
2079,1.0,0.445,0.32,0.12,0.3779999999999999,0.152,0.0825,0.12,8.829013036048213,8
2080,1.0,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9.536844384544265,9
2082,1.0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,9.65851761780147,11
2092,1.0,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,9.806753701335719,7
2094,1.0,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,8.629935295445083,9
2099,1.0,0.44,0.335,0.11,0.3939999999999999,0.157,0.096,0.122,8.718588905904175,9
2101,1.0,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9.162118268822617,9
2103,1.0,0.46,0.36,0.14,0.447,0.161,0.087,0.16,10.711561009735501,9
2109,1.0,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203,10.173183889396972,8
2110,1.0,0.45,0.36,0.11,0.447,0.203,0.0819999999999999,0.13,8.4139599231373,12
2111,1.0,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,9.754189479300598,10
2115,1.0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11.290670239020878,11
2116,1.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,8.722584080557356,12
2117,1.0,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,10.497330802701052,12
2118,1.0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,9.892467540069568,10
2120,1.0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,9.25097766883866,10
2121,1.0,0.385,0.265,0.08,0.251,0.124,0.037,0.07,7.094707823307997,6
2123,1.0,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,7.909219286138006,8
2124,1.0,0.47,0.355,0.115,0.4155,0.1669999999999999,0.084,0.139,8.84315692193829,7
2128,1.0,0.475,0.355,0.12,0.48,0.2339999999999999,0.1015,0.135,7.602385923319763,8
2140,1.0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,7.927626790107767,11
2141,1.0,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,9.462846476639303,12
2144,1.0,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,7.31447809663148,9
2157,1.0,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,8.602932965470542,10
2158,1.0,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,9.844659088392783,10
2163,1.0,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8.267165325118242,8
2166,1.0,0.46,0.345,0.11,0.4595,0.235,0.0885,0.1159999999999999,7.099691197495813,7
2169,1.0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,9.311307657237139,8
2170,1.0,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,7.8091077749385045,6
2172,1.0,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,7.931338690883461,10
2174,1.0,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,7.914933720068374,6
2176,1.0,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,9.318327531998953,8
2181,1.0,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,8.55127426811472,9
2188,1.0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,8.175612602818232,9
2196,1.0,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9.174362368612105,9
2198,1.0,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,7.697316244476628,5
2205,1.0,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,7.9258361745236945,8
2217,1.0,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,10.62844631588354,14
2220,1.0,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9.010278857586904,9
2222,1.0,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,7.7290860189641295,6
2225,1.0,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8.078568776602058,8
2227,1.0,0.455,0.35,0.11,0.4579999999999999,0.2,0.111,0.1305,8.292829821598149,8
2228,1.0,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7.158266408102836,7
2234,1.0,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7.949515009807351,7
2243,1.0,0.455,0.345,0.105,0.4005,0.1639999999999999,0.0755,0.126,8.632335893691094,8
2247,1.0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,8.920468288997355,10
2249,1.0,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9.656666641322712,9
2254,1.0,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,7.381077844622455,8
2257,1.0,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,10.623341448141035,9
2258,1.0,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8.448462470441813,8
2260,1.0,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,6.813816775860549,7
2262,1.0,0.425,0.34,0.1,0.3515,0.1625,0.0819999999999999,0.094,7.360094890618255,7
2266,1.0,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6.270360231758761,6
2274,1.0,0.525,0.38,0.135,0.615,0.261,0.159,0.175,9.014651089385952,8
2275,1.0,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,9.902354332335042,7
2276,1.0,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,9.272680716211308,10
2279,1.0,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8.909942337963885,8
2282,1.0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,8.623632637629244,9
2285,1.0,0.47,0.375,0.125,0.5615,0.252,0.1369999999999999,0.18,9.083749032479197,10
2287,1.0,0.395,0.27,0.1,0.2985,0.1445,0.061,0.0819999999999999,7.492055620800164,5
2294,1.0,0.505,0.41,0.15,0.644,0.285,0.145,0.21,9.999218303999232,11
2295,1.0,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8.178120333670167,8
2310,1.0,0.475,0.36,0.1,0.4285,0.1965,0.099,0.1119999999999999,7.120497352489165,7
2312,1.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,8.623886846446917,10
2314,1.0,0.485,0.39,0.12,0.599,0.251,0.1345,0.1689999999999999,9.657845769132496,8
2316,1.0,0.47,0.375,0.105,0.4679999999999999,0.1665,0.108,0.17,9.95412929832781,10
2318,1.0,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,6.748604639503013,7
2334,1.0,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7.205480928642537,7
2335,1.0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.1639999999999999,6.911855668711341,9
2340,1.0,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,9.207306383353947,10
2341,1.0,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,11.158822267149958,9
2346,1.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,9.492557091553268,12
2348,1.0,0.415,0.325,0.1,0.385,0.1669999999999999,0.08,0.125,8.612325442982195,7
2349,1.0,0.53,0.435,0.155,0.6990000000000001,0.288,0.1595,0.205,10.67880282648579,10
2355,1.0,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,8.5977243321267,7
2360,1.0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,7.933756381826047,9
2363,1.0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8.355732612405689,8
2365,1.0,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,9.245740995571005,10
2366,1.0,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,7.774090937079441,8
2371,1.0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10.428732450556213,10
2374,1.0,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,8.78440948124717,10
2375,1.0,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,8.646405027957698,7
2376,1.0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8.97781277815552,8
2377,1.0,0.465,0.345,0.11,0.3929999999999999,0.1825,0.0735,0.12,7.617057933127774,8
2382,1.0,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,6.810007425870909,7
2384,1.0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,8.607104232134803,10
2389,1.0,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,10.535324874739512,13
2391,1.0,0.44,0.345,0.115,0.545,0.2689999999999999,0.111,0.1305,8.217342872377822,6
2392,1.0,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,8.474853165617777,7
2394,1.0,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,8.867007612710793,9
2395,1.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,9.144845480020614,12
2397,1.0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,10.98419122175912,17
2398,1.0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,9.806103670617402,8
2400,1.0,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,9.016982595722087,8
2404,1.0,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,7.720115711619594,9
2405,1.0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9.994047067310932,9
2410,1.0,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,9.726450833554258,11
2414,1.0,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,10.691162750224404,9
2415,1.0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,9.442441848750478,12
2417,1.0,0.45,0.33,0.105,0.4955,0.2575,0.0819999999999999,0.129,7.4967173844846595,8
2418,1.0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,9.260461288093648,7
2421,1.0,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,10.041111804527032,12
2425,1.0,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,9.346207088349875,8
2435,1.0,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7.8371657584732715,7
2436,1.0,0.515,0.385,0.125,0.5720000000000001,0.237,0.1435,0.165,8.931537435225854,7
2439,1.0,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,10.029964748361545,9
2448,1.0,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,7.272121616380743,5
2451,1.0,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,8.637876597035277,9
2452,1.0,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6.96472803807162,6
2453,1.0,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,11.216611561464495,9
2454,1.0,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8.241146344602605,8
2456,1.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,7.683045852701028,10
2457,1.0,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7.000422381567743,7
2458,1.0,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,9.682006815594024,10
2459,1.0,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,9.068948851432173,8
2464,1.0,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,9.004767402941832,8
2467,1.0,0.465,0.355,0.12,0.5315,0.2725,0.0969999999999999,0.1395,7.726302729571168,8
2469,1.0,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,7.883966703427941,6
2471,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,9.495166543798115,12
2473,1.0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,8.060846755435032,6
2477,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,10.402939330611458,12
2478,1.0,0.47,0.345,0.14,0.4615,0.2289999999999999,0.1105,0.1159999999999999,7.447670706971471,9
2479,1.0,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8.81479555024966,8
2482,1.0,0.365,0.295,0.08,0.2555,0.0969999999999999,0.043,0.1,8.765252863938654,7
2484,1.0,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,7.947452874526643,10
2485,1.0,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,9.457967477643505,6
2486,1.0,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,8.04875888475609,7
2494,1.0,0.52,0.4,0.14,0.622,0.278,0.1455,0.1689999999999999,8.829592381196825,8
2498,1.0,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,7.786515385628779,9
2502,1.0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,9.03095124549795,11
2503,1.0,0.565,0.43,0.15,0.831,0.4245,0.1735,0.2189999999999999,8.069064068187377,10
2505,1.0,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7.788988142920462,7
2506,1.0,0.43,0.335,0.105,0.3779999999999999,0.188,0.0785,0.09,7.093447615762756,6
2507,1.0,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,8.365377246780342,7
2508,1.0,0.515,0.405,0.12,0.6459999999999999,0.2895,0.1405,0.177,8.861169953830322,10
2514,1.0,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,7.937126119482772,6
2522,1.0,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7.885798696821864,7
2528,1.0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,9.81242229197273,10
2537,1.0,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,10.985048883779305,8
2542,1.0,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174,7.322045171801687,8
2546,1.0,0.455,0.335,0.105,0.422,0.2289999999999999,0.0865,0.1,6.216735436901167,6
2547,1.0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8.83668015244019,8
2553,1.0,0.415,0.305,0.105,0.3605,0.12,0.0819999999999999,0.1,9.634622349751025,10
2554,1.0,0.585,0.465,0.165,0.885,0.4025,0.1625,0.2739999999999999,11.012442157193696,10
2558,1.0,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,11.059568373294985,10
2563,1.0,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,9.997182760372747,15
2570,1.0,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,7.928337669055881,8
2577,1.0,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,8.617257093195505,9
2583,1.0,0.54,0.425,0.13,0.7205,0.2955,0.1689999999999999,0.225,10.384282468920704,10
2589,1.0,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7.069225768620549,7
2591,1.0,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,7.228093314741849,5
2599,1.0,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,8.561172648730905,13
2607,1.0,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,8.461801079652338,10
2610,1.0,0.525,0.4,0.135,0.7140000000000001,0.318,0.138,0.208,10.033334138756269,10
2615,1.0,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,9.355368842565813,8
2616,1.0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,7.616165417105105,9
2620,1.0,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,7.758579135913871,8
2630,1.0,0.535,0.42,0.16,0.72,0.275,0.1639999999999999,0.225,11.917994298726608,15
2634,1.0,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,7.808918040267632,9
2635,1.0,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7.268965479914562,7
2637,1.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,10.313975802487137,13
2638,1.0,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,8.4893986964645,10
2640,1.0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,9.16290678773538,15
2641,1.0,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,6.924286078887562,10
2644,1.0,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,8.920626120258811,9
2645,1.0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,8.501900509006248,9
2646,1.0,0.45,0.355,0.105,0.4445,0.1969999999999999,0.093,0.1335,8.35590835410679,8
2649,1.0,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,8.7784072194659,9
2652,1.0,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9.602345225045202,9
2655,1.0,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.1889999999999999,8.391061136097903,9
2656,1.0,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,9.275980338507091,8
2658,1.0,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7.579547542912179,7
2660,1.0,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8.697765783959579,8
2661,1.0,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,7.6734977702850315,8
2663,1.0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,9.394291647425987,8
2664,1.0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,10.620125923508352,18
2666,1.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,9.338602377885623,12
2667,1.0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9.829722390176808,9
2670,1.0,0.485,0.385,0.105,0.556,0.296,0.104,0.133,6.602804020222241,7
2672,1.0,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,9.306045002528574,8
2681,1.0,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,10.658043941444408,9
2685,1.0,0.46,0.345,0.11,0.3755,0.1525,0.0579999999999999,0.125,8.715086929148837,7
2688,1.0,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,7.150698591441271,8
2689,1.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,8.953710269192866,12
2693,1.0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,9.911200656041974,11
2700,1.0,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7.101310680405444,7
2703,1.0,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8.5228212301068,8
2704,1.0,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,6.911988129837433,8
2705,1.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,12.110191540718988,15
2707,1.0,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,8.21838063187522,9
2708,1.0,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8.040773383116726,8
2712,1.0,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,7.830686151496387,8
2715,1.0,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,9.229634045820955,7
2717,1.0,0.525,0.39,0.105,0.5670000000000001,0.2875,0.1075,0.16,6.801389900675101,8
2718,1.0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,10.793810747150301,16
2724,1.0,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,8.9414224675558,8
2726,1.0,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725,8.122955186068168,8
2729,1.0,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10.380000280421255,10
2730,1.0,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9.785557823423437,9
2732,1.0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,10.30254762271403,15
2733,1.0,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,9.284671315538075,11
2737,1.0,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,8.100876004348223,7
2738,1.0,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,9.171741465169235,7
2739,1.0,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,8.494958338813229,7
2741,1.0,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,7.52493189532268,8
2744,1.0,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,9.010505393591842,10
2746,1.0,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,10.985514021070822,11
2751,1.0,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,9.293145192841472,8
2753,1.0,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,9.206427840089717,9
2755,1.0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,8.488076681879813,10
2759,1.0,0.575,0.475,0.145,0.857,0.3665,0.173,0.2689999999999999,11.22337322756683,9
2760,1.0,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,9.352231840842135,7
2761,1.0,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,10.1080629619662,8
2767,1.0,0.44,0.34,0.1,0.379,0.1725,0.0815,0.1009999999999999,7.528302254493542,7
2777,1.0,0.425,0.35,0.105,0.3929999999999999,0.13,0.063,0.165,10.861905613080271,9
2780,1.0,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8.636813007086236,8
2781,1.0,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,9.29195317891626,8
2785,1.0,0.42,0.32,0.115,0.376,0.1689999999999999,0.092,0.1,8.052837277744924,5
2786,1.0,0.475,0.355,0.105,0.4679999999999999,0.201,0.1115,0.12,7.965059188048449,8
2788,1.0,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9.08270927979169,9
2792,1.0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,7.5967385740156885,10
2793,1.0,0.47,0.375,0.13,0.5795,0.2145,0.1639999999999999,0.195,10.8397861008808,13
2796,1.0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,9.666020306642086,10
2800,1.0,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,8.220407201254142,9
2802,1.0,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8.173448686500093,8
2804,1.0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,8.963327379365042,9
2806,1.0,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,10.047260250715011,9
2807,1.0,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8.860724576473546,8
2809,1.0,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,9.472169904499099,7
2810,1.0,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,8.559841297437158,9
2811,1.0,0.47,0.375,0.105,0.513,0.2319999999999999,0.142,0.13,7.593639250387547,11
2812,1.0,0.445,0.345,0.105,0.409,0.1675,0.1015,0.1169999999999999,8.363662759224223,7
2823,1.0,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8.334749804579994,8
2824,1.0,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,9.907095191252534,10
2825,1.0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,9.451536800166334,12
2826,1.0,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10.011240360267756,10
2830,1.0,0.575,0.45,0.13,0.8145,0.4029999999999999,0.1715,0.213,7.8642649833380345,10
2833,1.0,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10.431756316572246,10
2841,1.0,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,7.384134403642524,9
2842,1.0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,10.57533150348623,12
2844,1.0,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.1169999999999999,8.252827513896037,8
2854,1.0,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9.006483835021012,9
2855,1.0,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,9.944386459997592,8
2859,1.0,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,6.198682778526637,6
2860,1.0,0.51,0.38,0.13,0.584,0.2239999999999999,0.1355,0.185,10.28183772726297,13
2861,1.0,0.55,0.45,0.155,0.7895,0.3429999999999999,0.159,0.25,11.038824607742018,12
