,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
1745,1.0,6.8,2.4,4.9,19.3,5.7,5.5,2.47,10.005500000000001,3.0,5.6000000000000005,8.7,5.6502353704987875,5
1750,1.0,6.5,2.5,4.5,7.8,4.8,5.2,1.88,9.9576,3.2,5.300000000000001,9.1,5.408908810874385,5
1756,1.0,6.9,3.8,2.9,13.65,4.8,5.2,1.89,9.978399999999999,3.0,6.0,9.5,5.429145891396256,6
1760,1.0,6.6,2.5,5.1,8.0,4.7,6.1,1.89,9.9604,3.22,4.9,9.2,5.433406129803518,5
1764,1.0,7.4,1.9,3.1,14.5,4.5,3.9,1.93,9.986,3.1,5.0,9.2,5.879884923112049,6
1766,1.0,6.4,2.9,1.7999999999999998,15.0,4.0,2.1,1.16,9.973600000000001,3.14,5.0,9.2,5.500750273836993,5
1769,1.0,7.5,3.3000000000000003,3.9000000000000004,12.4,6.5,2.9,1.19,9.974,3.16,3.9000000000000004,9.4,5.343962086461158,5
1771,1.0,7.0,2.1,2.8000000000000003,8.6,4.5,3.7,2.21,9.953999999999999,3.25,5.4,10.4,6.079878170198257,6
1780,1.0,6.2,3.0,4.9,11.2,5.79999999999999,6.8,2.15,9.9656,3.19,6.0,9.4,5.400042761756648,6
1785,1.0,6.4,2.3000000000000003,2.6,8.1,5.4,4.7,1.81,9.953999999999999,3.12,4.9,9.4,5.583851623392878,5
1786,1.0,6.8,2.7,3.0,13.0,4.7,6.9,1.6,9.9705,3.16,5.0,9.6,5.59602474870939,6
1793,1.0,8.1,3.0,4.9,12.3,4.9,5.0,1.44,9.971,3.09,5.699999999999999,10.2,5.79338358476901,7
1795,1.0,7.4,4.1,6.6000000000000005,10.8,5.1,7.7,1.94,9.976,3.05,4.6000000000000005,8.7,4.864228101588566,5
1798,1.0,6.2,2.8000000000000003,4.3,13.0,3.9,6.4,2.33,9.974499999999999,3.08,3.8,8.9,5.375252517664935,5
1801,1.0,5.4,2.4,1.7999999999999998,2.3,5.0,2.2,1.45,9.9207,3.24,4.6000000000000005,10.3,5.700823440688052,5
1806,1.0,6.5,3.3000000000000003,7.199999999999999,1.1,6.1,0.7,1.51,9.93,3.09,5.699999999999999,9.5,5.205019077430311,4
1808,1.0,6.2,2.1,5.2,6.5,4.7,2.8,1.23,9.941799999999999,3.22,4.9,9.9,5.712380260167643,6
1809,1.0,7.7,3.4000000000000004,5.8,11.1,3.9,4.1,1.51,9.978,3.06,4.9,8.6,5.130485824221943,5
1815,1.0,6.9,3.7,2.3000000000000003,9.5,5.7,5.4,1.66,9.9568,3.23,4.2,10.0,5.363916090226207,5
1818,1.0,6.7,3.0,4.4,18.75,5.7,6.5,2.24,9.9956,3.11,5.300000000000001,9.1,5.495247894726311,5
1820,1.0,6.3,2.5,2.3000000000000003,14.9,3.9,4.7,1.42,9.9705,3.14,3.5,9.7,5.7158274946895276,6
1821,1.0,7.1,4.3,6.1,11.8,4.5,5.4,1.55,9.974,3.11,4.5,8.7,4.809626129896023,5
1823,1.0,6.0,2.6,1.7999999999999998,7.0,5.5,5.0,1.94,9.9591,3.21,4.3,9.0,5.362472662842647,5
1824,1.0,7.2,2.7,7.4,12.5,3.6999999999999997,4.7,1.56,9.981,3.04,4.4,8.7,5.355038113000876,5
1825,1.0,6.6,2.6,2.2,18.15,5.0,2.3,1.39,9.990400000000001,3.06,5.0,9.2,5.702559082348062,5
1827,1.0,7.8,3.2,3.3000000000000003,10.4,3.1,4.7,1.94,9.9692,3.07,5.8,9.6,5.612643048797391,6
1829,1.0,6.4,4.4,4.4,14.4,4.8,2.9,2.28,9.9955,3.26,5.4,8.8,5.078045522872885,7
1836,1.0,6.4,2.8000000000000003,4.5,8.6,5.7,4.7,2.23,9.965399999999999,3.16,5.1,9.1,5.39905852991445,5
1838,1.0,7.9,3.4499999999999997,5.1,15.3,4.7,5.4,1.71,9.987,3.09,5.1,9.1,5.326882652304428,5
1843,1.0,5.7,2.5,2.6,12.5,4.9,5.25,1.2,9.9691,3.08,4.5,9.4,5.593338036994456,6
1849,1.0,6.8,2.7,2.8000000000000003,13.3,7.6,5.0,1.63,9.979,3.03,3.8,8.6,5.231140901298633,6
1850,1.0,6.6,3.2,3.3000000000000003,2.5,5.2,4.0,2.195,9.9316,3.15,6.0,10.0,5.479017128469637,5
1854,1.0,6.7,2.9,4.5,14.3,5.4,3.0,1.81,9.9869,3.14,5.699999999999999,9.1,5.542525925563914,5
1855,1.0,7.5,1.6,3.8,12.7,4.3,7.05,1.63,9.9706,3.15,8.2,10.4,6.310817827817382,7
1857,1.0,6.6,2.1,5.0,8.7,3.5999999999999996,4.1,1.91,9.929400000000001,2.96,5.6000000000000005,11.0,6.171107615112826,6
1859,1.0,7.3,3.2,4.8,13.3,6.0,5.7,1.96,9.982,3.04,5.0,9.2,5.406753836077259,5
1863,1.0,6.8,2.1,5.5,14.6,5.3,3.4,1.59,9.9805,2.93,4.4,9.2,5.749830755870052,5
1873,1.0,7.2,2.7,2.7,2.4,4.8,3.0,1.49,9.936,3.1,5.1,9.2,5.320157303409086,6
1874,1.0,5.8,1.9,4.9,4.9,4.0,4.4,1.18,9.935,3.34,3.8,9.5,5.489580795186298,7
1876,1.0,6.8,1.9,2.3000000000000003,5.1,3.4000000000000004,7.1,2.04,9.942,3.23,6.8999999999999995,10.1,5.942572736285789,5
1887,1.0,5.9,2.8000000000000003,1.4000000000000001,8.6,3.2,3.0,1.42,9.9542,3.28,4.4,9.5,5.514122265679543,6
1889,1.0,8.0,2.5,1.3,17.2,3.5999999999999996,4.9,2.19,9.996,2.96,4.6000000000000005,9.7,6.050687556617846,5
1896,1.0,8.3,2.1,4.9,19.8,5.4,5.0,2.31,10.012,2.99,5.4,9.2,5.988639971475443,5
1897,1.0,6.8,2.7,1.2,1.3,4.0,8.7,1.68,9.92,3.18,4.1,10.0,5.410045574933044,5
1900,1.0,6.8,2.6,4.8,6.2,4.9,5.5,1.82,9.9582,3.21,4.5,9.4,5.4833600954941515,6
1902,1.0,5.8,2.6,2.4,9.2,4.3999999999999995,5.5,1.52,9.961,3.31,3.8,9.4,5.469259920481371,5
1903,1.0,7.6,2.2,2.8000000000000003,12.0,5.59999999999999,6.8,1.43,9.983,2.99,3.0,9.2,5.661148845124617,6
1906,1.0,6.5,2.9,5.2,1.7,3.4000000000000004,4.1,1.93,9.9223,3.25,5.8999999999999995,10.4,5.628365838725476,6
1909,1.0,8.2,3.4499999999999997,10.0,18.2,4.7,5.5,2.05,9.996500000000001,2.96,4.3,9.6,5.557084744029362,5
1915,1.0,7.1,2.0,3.5999999999999996,11.6,4.2,4.5,1.24,9.97,2.92,5.8999999999999995,9.5,5.8867723202469575,7
1919,1.0,6.4,2.4,4.9,5.8,5.3,2.5,1.2,9.942,3.01,9.8,10.5,6.050635183536662,6
1923,1.0,7.0,2.9,4.9,3.8,4.7,3.7,1.36,9.938,2.95,4.0,9.4,5.321231273076022,6
1925,1.0,6.1,2.5,4.9,7.6,5.2,6.7,2.26,9.956,3.16,4.699999999999999,8.9,5.29092178809779,5
1927,1.0,7.4,3.5,2.0,13.9,5.4,6.3,2.29,9.9888,3.11,5.0,8.9,5.294260094634035,6
1930,1.0,6.4,2.3000000000000003,3.0,7.1,3.6999999999999997,6.3,2.36,9.952,3.06,3.4000000000000004,9.2,5.519117629827514,6
1931,1.0,6.7,2.4,3.0,3.85,4.2,10.5,1.79,9.9189,3.04,5.8999999999999995,11.3,6.0178644436907405,8
1943,1.0,7.2,3.9000000000000004,6.3,11.0,4.3999999999999995,5.5,1.56,9.974,3.09,4.4,8.7,4.931993085920878,6
1948,1.0,7.1,3.4000000000000004,2.0,6.1,6.3,4.7,1.64,9.946,3.17,4.2,10.0,5.40253556730714,5
1950,1.0,7.2,2.3000000000000003,3.8,14.3,5.79999999999999,5.5,1.94,9.979,3.09,4.4,9.0,5.536905722504926,6
1953,1.0,6.4,3.0,1.6,7.5,5.0,5.5,1.91,9.959,3.17,4.9,9.0,5.271762840938168,5
1954,1.0,7.2,2.0,6.1,16.2,4.3,1.4,1.03,9.987,3.06,3.5999999999999996,9.2,5.7868052767697025,6
1961,1.0,5.4,1.85,1.9,7.1,4.8,3.6,1.1,9.9438,3.26,4.1,9.5,5.624552985975212,6
1967,1.0,5.8,2.5,2.6,13.1,5.1,4.4,1.48,9.972,3.29,3.8,9.3,5.520084479961468,5
1971,1.0,7.3,2.6,3.3000000000000003,11.8,5.7,4.8,1.27,9.9693,3.1,5.5,10.0,5.805881890291213,6
1977,1.0,6.7,1.7999999999999998,3.1,10.6,3.5000000000000004,4.2,1.43,9.9572,3.08,4.9,9.8,5.937549024111796,7
1980,1.0,6.3,3.4000000000000004,2.9,6.2,4.6,2.9,2.27,9.952,3.29,5.300000000000001,10.1,5.601342643580065,6
1981,1.0,7.5,2.3000000000000003,3.5,17.8,5.79999999999999,12.8,2.12,10.0241,3.44,4.3,8.9,5.618012731558063,5
1987,1.0,8.2,3.7,6.4,13.9,4.3,2.2,1.71,9.9873,2.99,8.0,9.3,5.509274002790624,5
1990,1.0,6.8,3.1,3.2,7.6,5.2,3.5,1.43,9.959,3.14,3.8,9.0,5.207301541559019,5
1994,1.0,6.5,2.2,4.5,8.0,5.3,5.2,1.96,9.959,3.23,4.8,9.1,5.47399805093584,6
1999,1.0,6.4,2.2,5.6000000000000005,14.5,5.5,2.7,1.59,9.98,2.98,4.0,9.1,5.662898834295471,5
2002,1.0,6.6,2.2,2.3000000000000003,17.3,4.7,3.7,1.18,9.990599999999999,3.08,4.6000000000000005,8.8,5.6125687587090125,6
2003,1.0,6.4,3.2,2.3000000000000003,16.2,5.5,3.6,1.76,9.986,3.26,5.4,9.1,5.4024913079218395,5
2006,1.0,7.4,1.55,3.4000000000000004,2.3,4.5,7.35,2.14,9.934,3.18,6.1,9.9,5.862130356237094,7
2007,1.0,5.7,4.6000000000000005,4.6000000000000005,1.4,4.0,3.1,1.69,9.932,3.13,4.699999999999999,8.8,4.592647300235511,5
2016,1.0,7.0,4.4,2.4,12.1,5.59999999999999,6.8,2.1,9.9718,3.05,5.0,9.5,5.14057515745278,5
2018,1.0,7.2,3.4000000000000004,2.0,5.8,6.2,5.2,2.03,9.9461,3.17,4.4,9.8,5.344201929124015,6
2019,1.0,6.8,1.9,7.1,17.5,4.2,2.1,1.14,9.978399999999999,2.85,5.0,9.5,5.929981132056292,6
2024,1.0,6.7,2.9,4.9,4.7,3.4000000000000004,3.5,1.56,9.945,3.13,4.5,9.9,5.591808943915418,6
2029,1.0,6.8,3.5,5.300000000000001,10.1,5.3,3.7,1.51,9.963,3.07,4.0,9.4,5.264316452819697,5
2031,1.0,6.2,4.3,4.9,6.4,4.5,1.2,1.15,9.963,3.27,5.699999999999999,9.0,4.952030827748744,4
2034,1.0,7.3,2.2,4.1,15.4,5.0,5.5,1.91,10.0,3.32,5.8999999999999995,8.9,5.681903269209879,6
2036,1.0,8.2,4.0,4.8,13.7,4.2,5.9,1.69,9.986,3.1,5.2,9.4,5.304612053224042,5
2037,1.0,7.4,2.8000000000000003,2.5,11.9,5.3,2.5,1.48,9.976,3.1,6.2,9.2,5.577540199396445,5
2040,1.0,6.4,2.8000000000000003,2.3000000000000003,6.0,5.1,5.0,1.62,9.94,3.15,5.2,10.2,5.659336433046156,5
2041,1.0,7.1,3.1,4.699999999999999,13.6,5.59999999999999,5.4,1.97,9.978,3.1,4.9,9.3,5.438095977343162,5
2044,1.0,6.9,3.0,2.5,3.3,4.09999999999999,2.6,1.24,9.9428,3.18,5.0,9.3,5.319462833651117,6
2046,1.0,6.5,2.3000000000000003,2.5,17.3,4.6,1.5,1.1,9.9828,3.15,4.2,9.2,5.689290383760621,6
2047,1.0,6.2,3.0,1.7000000000000002,2.8,4.0,2.4,1.25,9.939,3.01,4.6000000000000005,9.0,5.233200913931507,5
2052,1.0,6.4,5.0,1.6,12.9,4.2,2.6,1.38,9.974,3.28,3.3000000000000003,9.0,4.7663849001849625,5
2058,1.0,6.9,3.5,5.5,11.95,3.8,2.2,1.11,9.9687,3.11,2.9,9.7,5.427469004772609,5
2062,1.0,6.5,4.4,4.9,7.7,4.5,1.6,1.69,9.957,3.11,3.7,8.7,4.757822093194384,6
2064,1.0,7.6,2.8000000000000003,4.9,20.15,6.0,3.0,1.45,10.0196,3.01,4.4,8.5,5.516475198051249,5
2066,1.0,6.4,3.0,5.1,5.5,4.8,6.2,1.72,9.942,3.08,4.5,9.1,5.131369288681904,6
2071,1.0,6.2,2.3000000000000003,3.5999999999999996,17.2,3.9,3.7,1.3,9.9946,3.23,4.3,8.8,5.583450718757932,6
2075,1.0,7.2,2.9,2.0,7.7,4.6,5.1,1.74,9.9582,3.16,5.2,9.5,5.503665598006701,5
2077,1.0,6.0,3.4000000000000004,6.6000000000000005,15.9,4.6,2.6,1.64,9.979,3.14,5.0,8.8,5.173717387955504,6
2079,1.0,6.3,2.7,4.6000000000000005,11.75,3.6999999999999997,6.1,2.12,9.971,3.25,5.300000000000001,9.5,5.6088824432451725,6
2082,1.0,5.7,2.0,2.4,13.8,4.7,4.4,1.12,9.983699999999999,2.97,6.6000000000000005,8.8,5.7096561775201184,6
2086,1.0,6.4,3.8,2.4,7.2,4.7,4.1,1.51,9.9604,3.11,6.0,9.2,5.189073599345929,5
2093,1.0,6.7,1.7999999999999998,3.0,6.4,4.8,4.0,2.51,9.956,3.29,5.2,10.0,6.0258431529306495,5
2095,1.0,6.6,3.0,4.5,8.0,3.8,5.4,2.0,9.956,3.18,4.8,9.5,5.439888110076057,5
2101,1.0,7.1,4.3,6.1,11.8,4.5,5.4,1.55,9.974,3.11,4.5,8.7,4.809626129896023,5
2105,1.0,7.3,2.5,3.5999999999999996,13.1,5.0,3.5,2.0,9.986,3.04,4.6000000000000005,8.9,5.601586034746408,7
2106,1.0,5.7,2.4,4.699999999999999,6.3,6.9,3.5,1.82,9.9391,3.11,4.6000000000000005,9.7333333333,5.532540025230802,5
2109,1.0,6.8,2.7,4.2,7.3,5.4,5.8,2.0,9.9556,3.12,4.9,9.4,5.456646638437283,6
2112,1.0,6.2,3.3000000000000003,4.1,16.8,3.6999999999999997,5.8,1.73,9.9882,3.25,5.699999999999999,9.4,5.5020716822997615,6
2117,1.0,5.8,2.6,2.4,9.2,4.3999999999999995,5.5,1.52,9.961,3.31,3.8,9.4,5.469259920481371,5
2118,1.0,6.5,2.5,2.7,17.4,6.4,2.9,1.4,9.977599999999999,3.2,4.9,10.1,5.8913166180349,6
2122,1.0,6.6,2.2,3.7,15.4,3.5000000000000004,6.2,1.53,9.984499999999999,3.02,4.0,9.3,5.770019616198577,5
2124,1.0,6.8,2.8000000000000003,1.7000000000000002,13.9,4.7,4.9,1.62,9.983,3.21,5.1,9.0,5.471170444552986,6
2127,1.0,6.7,3.0,4.9,4.8,3.4000000000000004,3.6,1.58,9.945,3.12,4.5,9.9,5.564728855468024,6
2134,1.0,6.8,2.6,4.4,8.2,4.6,5.2,1.83,9.9584,3.2,5.1,9.4,5.503723626026635,5
2137,1.0,6.0,2.5,2.8000000000000003,7.7,5.3,3.7,1.32,9.9489,3.06,5.0,9.4,5.500782911384459,6
2142,1.0,6.2,3.2,1.6,7.0,4.5,3.0,1.36,9.949,3.18,4.699999999999999,9.6,5.403177576175811,6
2146,1.0,6.2,4.6000000000000005,2.5,4.4,6.6000000000000005,6.2,2.07,9.939,3.25,5.2,9.8,4.921686371138616,5
2151,1.0,6.8,3.5,4.4,6.5,5.59999999999999,3.1,1.61,9.952,3.14,4.4,9.5,5.252756857764324,5
2152,1.0,6.4,2.3000000000000003,3.5,10.3,4.2,5.4,1.4,9.967,3.23,4.699999999999999,9.2,5.5412029075883416,5
2154,1.0,6.4,1.7000000000000002,3.4000000000000004,13.4,4.3999999999999995,4.5,1.39,9.9752,3.06,4.3,9.1,5.767929987668403,6
2155,1.0,7.6,2.0,3.0,14.2,5.59999999999999,5.3,2.125,9.99,3.14,4.6000000000000005,8.9,5.697483524087361,8
2167,1.0,6.9,2.8000000000000003,2.2,10.0,5.2,3.6,1.31,9.9696,3.08,4.6000000000000005,9.6,5.64924766592821,5
2168,1.0,6.8,2.6,4.4,8.2,4.6,5.2,1.83,9.9584,3.2,5.1,9.4,5.503723626026635,5
2173,1.0,6.5,2.7,1.9,4.2,4.6,0.6,1.14,9.955,3.25,3.5,8.6,5.192519467224154,4
2177,1.0,8.0,3.0,4.9,9.4,4.6,4.7,1.88,9.963999999999999,3.14,4.8,10.0,5.6825153683441245,5
2179,1.0,7.3,2.5,2.6,7.2,4.8,5.2,2.07,9.9587,3.12,3.7,9.2,5.482763612704926,5
2180,1.0,6.3,2.3000000000000003,2.2,17.45,5.4,4.2,1.51,9.9853,3.12,6.0,9.3,5.754864758401233,6
2183,1.0,7.0,3.4000000000000004,3.9000000000000004,6.9,6.6000000000000005,4.3,1.62,9.9561,3.11,5.300000000000001,9.5,5.297038823827472,5
2187,1.0,6.6,2.8000000000000003,3.0,7.8,4.9,5.7,2.02,9.958,3.24,3.9000000000000004,9.5,5.461212036729585,5
2195,1.0,7.1,4.4,6.2,11.8,4.3999999999999995,5.2,1.52,9.975000000000001,3.12,4.6000000000000005,8.7,4.793311820384951,6
2205,1.0,6.1,2.8000000000000003,3.2,2.5,4.2,2.3,2.185,9.935,3.27,6.0,9.8,5.571665604606029,5
2207,1.0,6.3,3.3000000000000003,4.2,17.2,3.6999999999999997,5.7,1.7,9.988399999999999,3.26,5.699999999999999,9.4,5.495125642078351,6
2213,1.0,7.1,3.8,4.2,11.8,4.09999999999999,3.2,1.93,9.9624,3.04,4.9,10.0,5.515449668336661,6
2216,1.0,6.3,3.4000000000000004,3.5999999999999996,4.9,3.5000000000000004,3.1,1.85,9.946,3.15,4.9,9.7,5.422186129443222,5
2218,1.0,5.9,2.9,1.6,7.9,4.3999999999999995,4.8,1.97,9.9512,3.21,3.5999999999999996,9.4,5.38658845890148,5
2221,1.0,6.0,3.7,3.2,1.0,5.3,3.1,2.185,9.924,3.29,7.199999999999999,9.8,5.209875922686947,6
2225,1.0,6.6,3.9000000000000004,3.8,9.7,5.3,4.9,2.26,9.9787,3.3,5.699999999999999,9.4,5.307109932073075,6
2228,1.0,6.7,2.7,3.1,15.7,3.5999999999999996,4.4,1.79,9.979,3.26,5.6000000000000005,9.6,5.722072853697663,5
2229,1.0,6.7,4.699999999999999,3.4000000000000004,8.9,4.3,3.1,1.72,9.963999999999999,3.22,6.0,9.2,4.945213753847515,5
2231,1.0,6.5,3.5,2.8000000000000003,12.4,5.1,8.6,2.13,9.962,3.16,5.1,9.9,5.415952185266942,6
2234,1.0,7.6,3.3000000000000003,4.1,13.7,4.5,4.4,1.97,9.989,3.18,6.4,9.1,5.463375791273628,5
2238,1.0,7.5,3.05,4.0,18.9,5.8999999999999995,4.4,1.7,10.0,2.99,4.6000000000000005,9.0,5.501767559814231,5
2240,1.0,6.7,1.7000000000000002,4.2,10.4,3.8,8.5,1.82,9.962800000000001,3.04,4.4,8.9,5.561316967927893,6
2241,1.0,5.7,4.5,4.2,1.1,5.1,6.1,1.97,9.932,3.02,4.0,9.0,4.652157535434864,5
2243,1.0,6.6,3.9000000000000004,3.9000000000000004,11.9,5.7,5.1,2.21,9.9851,3.26,5.1,8.9,5.116142972478884,6
2244,1.0,6.4,2.4,4.9,5.8,5.3,2.5,1.2,9.942,3.01,9.8,10.5,6.050635183536662,6
2249,1.0,6.5,2.6,7.4,13.3,4.3999999999999995,6.8,2.24,9.972,3.18,5.4,9.5,5.587954510125161,6
2255,1.0,5.7,3.2,5.0,2.6,4.9,1.7,1.55,9.927,3.22,6.4,10.0,5.426323724165012,6
2259,1.0,7.6,1.9,3.7,13.1,3.3000000000000003,5.2,1.51,9.9726,3.18,7.9,10.4,6.2831294505261495,6
2263,1.0,6.3,2.7,1.7999999999999998,7.7,4.8,4.5,1.86,9.962,3.23,4.699999999999999,9.0,5.379532333392407,5
2264,1.0,6.9,2.4,4.0,15.4,5.2,8.1,1.98,9.986,3.2,6.8999999999999995,9.4,5.7156996497876635,5
2268,1.0,6.6,3.5999999999999996,5.2,11.3,4.6,0.8,1.1,9.966000000000001,3.07,4.6000000000000005,9.4,5.322612352234119,5
2269,1.0,6.5,2.9,5.300000000000001,1.7,4.0,4.1,1.92,9.922,3.26,5.8999999999999995,10.4,5.6037920863673625,7
2271,1.0,6.3,2.7,3.7,7.9,4.7,5.8,2.15,9.9542,3.19,4.8,9.5,5.4952359121695435,6
2277,1.0,7.2,4.0,6.2,10.8,4.09999999999999,7.0,1.89,9.976,3.08,4.9,8.6,4.896132257362446,4
2281,1.0,6.9,2.9,2.3000000000000003,8.6,5.59999999999999,5.6,2.15,9.967,3.17,4.4,8.8,5.248587490273459,5
2284,1.0,6.8,2.7,2.2,17.8,3.4000000000000004,1.6,1.16,9.989,3.07,5.300000000000001,9.2,5.713620548982568,5
2285,1.0,5.3,2.3000000000000003,5.6000000000000005,0.9,4.09999999999999,4.6,1.41,9.9119,3.16,6.2,9.7,5.404049959938372,5
2292,1.0,6.8,2.3000000000000003,3.9000000000000004,16.1,5.3,7.1,1.94,9.988,3.18,6.4,10.2,6.093897098820604,6
2300,1.0,5.9,2.6,2.1,12.5,3.4000000000000004,3.6,1.52,9.972,3.28,4.3,9.5,5.667015015962028,6
2301,1.0,6.7,4.2,3.9000000000000004,12.1,4.0,6.1,2.48,9.9794,3.31,5.8,9.7,5.350775824925745,5
2303,1.0,6.4,2.9,5.699999999999999,1.0,6.0,1.5,1.2,9.924,3.06,4.1,9.5,5.226510578348806,5
2310,1.0,6.0,2.5,4.0,5.7,5.2,5.6,1.52,9.9398,3.16,8.8,10.5,5.909033184485331,6
2313,1.0,7.6,3.5999999999999996,4.8,13.5,3.8,4.4,1.16,9.982,3.04,4.8,9.2,5.325871614568169,5
2322,1.0,6.5,4.1,2.2,4.8,5.2,4.9,1.42,9.946,3.14,6.2,9.2,4.96167667574175,5
2324,1.0,5.8,2.3000000000000003,2.0,2.0,4.3,3.9,1.54,9.922600000000001,3.21,3.9000000000000004,10.2,5.685132707147452,6
2326,1.0,6.4,3.1,3.1,12.9,4.5,5.5,1.61,9.9546,3.02,5.8999999999999995,10.2,5.6884240480073895,5
2337,1.0,6.4,3.5,5.1,7.8,5.5,5.3,1.77,9.9502,3.12,4.5,9.6,5.234628339758935,5
2353,1.0,7.3,2.5,2.6,7.2,4.8,5.2,2.07,9.9587,3.12,3.7,9.2,5.482763612704926,5
2355,1.0,6.4,3.2,5.0,10.7,4.7,5.7,2.06,9.968,3.08,6.0,9.4,5.447916456984483,5
2361,1.0,6.6,2.4,2.7,10.3,4.7,5.4,2.19,9.9742,3.04,4.5,8.8,5.507584063231666,5
2365,1.0,5.9,3.7,1.4000000000000001,6.3,3.5999999999999996,3.4,1.85,9.943999999999999,3.17,6.3,9.8,5.3982594708513085,5
2368,1.0,6.6,3.2,3.3000000000000003,2.5,5.2,4.0,2.1,9.9316,3.15,6.0,10.0,5.4733805537547955,5
2371,1.0,6.9,3.2,1.7000000000000002,7.6,4.2,6.9,2.19,9.959,3.13,4.0,8.9,5.1696548528012105,5
2373,1.0,8.0,2.2,2.8000000000000003,14.0,5.3,8.3,1.97,9.981,3.14,4.5,9.8,5.867066230254727,6
2378,1.0,6.3,2.7,1.7999999999999998,7.7,4.8,4.5,1.86,9.962,3.23,4.699999999999999,9.0,5.379532333392407,5
2386,1.0,6.5,2.2,4.5,8.0,5.3,5.2,1.96,9.959,3.23,4.8,9.1,5.47399805093584,6
2389,1.0,7.2,2.7,2.7,2.4,4.8,3.0,1.49,9.936,3.1,5.1,9.2,5.320157303409086,6
2393,1.0,6.5,2.6,2.4,10.8,4.2,4.7,1.3,9.96,3.08,4.0,10.1,5.809101990720637,6
2395,1.0,7.2,2.3000000000000003,3.8,14.3,5.79999999999999,5.5,1.94,9.979,3.09,4.4,9.0,5.536905722504926,6
2399,1.0,7.0,2.8000000000000003,3.3000000000000003,14.6,4.3,4.7,1.68,9.994,3.34,6.7,8.8,5.474314571428014,6
2401,1.0,6.5,2.3000000000000003,3.5999999999999996,16.3,3.8,4.3,1.33,9.9924,3.26,4.1,8.8,5.548988585709397,5
2411,1.0,7.4,3.8,3.4000000000000004,8.3,5.2,4.4,1.68,9.9627,3.11,5.2,9.2,5.148640291339672,5
2413,1.0,6.1,2.8000000000000003,2.5,12.9,5.4,3.4,1.89,9.979,3.25,4.3,9.0,5.435551448369009,4
2419,1.0,6.6,2.5,3.5999999999999996,8.1,4.5,5.4,1.8,9.958,3.08,4.2,9.2,5.471790845842459,5
2425,1.0,7.2,2.4,2.7,11.4,3.4000000000000004,4.0,1.74,9.9773,3.2,4.4,9.0,5.589811926825833,5
2426,1.0,6.5,2.6,5.0,8.0,5.1,4.6,1.97,9.9536,3.18,4.699999999999999,9.5,5.5010995400707845,5
2429,1.0,6.2,2.3000000000000003,3.5999999999999996,17.2,3.9,3.7,1.3,9.9946,3.23,4.3,8.8,5.583450718757932,6
2433,1.0,7.2,3.1,3.5,7.2,4.6,4.5,1.78,9.955,3.14,5.300000000000001,9.7,5.5079493745785495,5
2438,1.0,7.7,3.2,6.1,11.8,4.09999999999999,6.6,1.88,9.9794,3.0,5.4,9.3,5.470435570270364,5
2441,1.0,7.3,2.3000000000000003,4.1,14.6,4.8,7.3,2.23,9.9863,3.16,7.1,9.4,5.80913633102709,6
2444,1.0,6.9,4.3,2.8000000000000003,9.4,5.59999999999999,2.9,1.83,9.9594,3.17,4.3,9.4,5.05005157016556,5
2446,1.0,6.9,4.0,1.7000000000000002,12.9,3.3000000000000003,5.9,1.86,9.9754,3.08,4.9,9.4,5.304918046400189,5
2448,1.0,6.5,2.8000000000000003,2.7,5.2,4.0,4.4,1.79,9.948,3.19,6.8999999999999995,9.4,5.485751765043219,6
2449,1.0,6.8,2.1,2.6,11.7,3.8,6.1,1.52,9.9523,3.02,5.6000000000000005,10.5,6.084109369830298,7
2465,1.0,6.1,2.0,3.4000000000000004,9.5,4.09999999999999,3.8,2.01,9.95,3.14,4.4,10.1,5.946743752843477,3
2468,1.0,7.1,3.2,2.4,13.1,5.0,5.2,2.04,9.98,3.1,4.9,8.8,5.284219050432722,5
2477,1.0,7.1,3.2,2.4,13.1,5.0,5.2,2.04,9.98,3.1,4.9,8.8,5.284219050432722,5
2482,1.0,7.0,2.8000000000000003,3.3000000000000003,14.6,4.3,4.7,1.68,9.994,3.34,6.7,8.8,5.474314571428014,6
2490,1.0,6.3,1.9,3.3000000000000003,10.1,6.3,6.3,1.33,9.9561,2.86,4.1,9.1,5.5376219186004985,5
2494,1.0,8.2,3.8,4.9,13.6,4.2,5.8,1.66,9.9855,3.1,5.4,9.4,5.361323007255343,5
2497,1.0,6.9,2.4,4.0,15.4,5.2,8.1,1.98,9.986,3.2,6.8999999999999995,9.4,5.7156996497876635,5
2504,1.0,6.3,2.2,2.7,4.5,3.5999999999999996,8.1,1.57,9.928,3.05,7.6,10.7,6.000226823286275,7
2513,1.0,7.2,4.0,4.9,1.1,4.8,1.1,1.38,9.929,3.01,4.2,9.3,4.951918107625375,5
2518,1.0,6.9,4.4,1.7999999999999998,11.8,5.1,2.6,1.26,9.975000000000001,3.23,4.8,9.1,5.007895426134023,5
2519,1.0,6.9,2.9,4.0,19.45,4.3,3.6,1.56,9.996,2.93,4.699999999999999,8.9,5.540656822645757,5
2521,1.0,8.2,3.8,4.9,13.6,4.2,5.8,1.66,9.9855,3.1,5.4,9.4,5.361323007255343,5
2536,1.0,6.2,2.8000000000000003,5.1,7.9,5.59999999999999,4.9,2.06,9.956,3.18,5.2,9.4,5.423655147806973,5
