,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
2231,6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,3.16,0.51,9.9,6
2234,7.6,0.33,0.41,13.7,0.045,44.0,197.0,0.9989,3.18,0.64,9.1,5
2238,7.5,0.305,0.4,18.9,0.059,44.0,170.0,1.0,2.99,0.46,9.0,5
2240,6.7,0.17,0.42,10.4,0.038,85.0,182.0,0.99628,3.04,0.44,8.9,6
2241,5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,5
2243,6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,6
2244,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6
2249,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,6
2255,5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.9927,3.22,0.64,10.0,6
2259,7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6
2263,6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,5
2264,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5
2268,6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5
2269,6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,7
2271,6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.99542,3.19,0.48,9.5,6
2277,7.2,0.4,0.62,10.8,0.0409999999999999,70.0,189.0,0.9976,3.08,0.49,8.6,4
2281,6.9,0.29,0.23,8.6,0.0559999999999999,56.0,215.0,0.9967,3.17,0.44,8.8,5
2284,6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5
2285,5.3,0.23,0.56,0.9,0.0409999999999999,46.0,141.0,0.99119,3.16,0.62,9.7,5
2292,6.8,0.23,0.39,16.1,0.053,71.0,194.0,0.9988,3.18,0.64,10.2,6
2300,5.9,0.26,0.21,12.5,0.034,36.0,152.0,0.9972,3.28,0.43,9.5,6
2301,6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5
2303,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5
2310,6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6
2313,7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,5
2322,6.5,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,5
2324,5.8,0.23,0.2,2.0,0.043,39.0,154.0,0.99226,3.21,0.39,10.2,6
2326,6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,5
2337,6.4,0.35,0.51,7.8,0.055,53.0,177.0,0.99502,3.12,0.45,9.6,5
2353,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5
2355,6.4,0.32,0.5,10.7,0.047,57.0,206.0,0.9968,3.08,0.6,9.4,5
2361,6.6,0.24,0.27,10.3,0.047,54.0,219.0,0.99742,3.04,0.45,8.8,5
2365,5.9,0.37,0.14,6.3,0.036,34.0,185.0,0.9944,3.17,0.63,9.8,5
2368,6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,3.15,0.6,10.0,5
2371,6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.9959,3.13,0.4,8.9,5
2373,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,6
2378,6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,5
2386,6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.9959,3.23,0.48,9.1,6
2389,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6
2393,6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,6
2395,7.2,0.23,0.38,14.3,0.0579999999999999,55.0,194.0,0.9979,3.09,0.44,9.0,6
2399,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6
2401,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5
2411,7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5
2413,6.1,0.28,0.25,12.9,0.054,34.0,189.0,0.9979,3.25,0.43,9.0,4
2419,6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,5
2425,7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5
2426,6.5,0.26,0.5,8.0,0.051,46.0,197.0,0.99536,3.18,0.47,9.5,5
2429,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6
2433,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,5
2438,7.7,0.32,0.61,11.8,0.0409999999999999,66.0,188.0,0.99794,3.0,0.54,9.3,5
2441,7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6
2444,6.9,0.43,0.28,9.4,0.0559999999999999,29.0,183.0,0.99594,3.17,0.43,9.4,5
2446,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5
2448,6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948,3.19,0.69,9.4,6
2449,6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7
2465,6.1,0.2,0.34,9.5,0.0409999999999999,38.0,201.0,0.995,3.14,0.44,10.1,3
2468,7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5
2477,7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5
2482,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6
2490,6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,5
2494,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5
2497,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5
2504,6.3,0.22,0.27,4.5,0.036,81.0,157.0,0.9928,3.05,0.76,10.7,7
2513,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,5
2518,6.9,0.44,0.18,11.8,0.051,26.0,126.0,0.9975,3.23,0.48,9.1,5
2519,6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5
2521,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5
2536,6.2,0.28,0.51,7.9,0.0559999999999999,49.0,206.0,0.9956,3.18,0.52,9.4,5
2538,5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6
2540,5.8,0.31,0.31,7.5,0.052,55.0,230.0,0.9949,3.19,0.46,9.8,5
2543,7.7,0.28,0.63,11.1,0.039,58.0,179.0,0.9979,3.08,0.44,8.8,4
2545,6.1,0.43,0.35,9.1,0.059,83.0,249.0,0.9971,3.37,0.5,8.5,5
2546,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6
2547,6.2,0.28,0.41,5.0,0.043,50.0,188.0,0.99318,3.23,0.64,10.8,6
2550,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6
2556,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48,9.5,7
2559,6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.0,0.44,9.1,5
2562,7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,3.03,0.53,10.3,5
2567,6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,5
2576,6.2,0.25,0.21,15.55,0.039,28.0,159.0,0.9982,3.48,0.64,9.6,6
2578,7.0,0.21,0.34,8.0,0.057,19.0,101.0,0.9954,2.99,0.59,9.4,5
2579,6.4,0.29,0.28,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,9.0,5
2581,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5
2582,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6
2584,6.9,0.4,0.42,6.2,0.066,41.0,176.0,0.99552,3.12,0.54,9.4,5
2585,6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,3.22,0.49,9.2,5
2586,6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78,10.2,6
2589,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6
2591,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5,9.6,5
2592,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,5
2597,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6
2599,7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5
2603,6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.9974,3.09,0.45,9.4,5
2604,5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6
2609,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6
2611,7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,0.47,9.0,5
2626,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5
2633,7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,2.97,0.47,9.0,6
2641,7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,3.19,0.78,10.0,4
2642,6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,5
2647,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,6
2649,6.9,0.19,0.6,4.0,0.037,6.0,122.0,0.99255,2.92,0.59,10.4,4
2651,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7
2652,6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,4
2653,6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,3.15,0.55,9.4,6
2659,7.3,0.2,0.29,19.9,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,6
2662,6.6,0.285,0.49,11.4,0.035,57.0,137.0,0.99732,3.08,0.54,8.9,6
2665,6.4,0.18,0.48,18.0,0.054,56.0,183.0,1.0003799999999998,2.98,0.61,8.5,6
2666,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,6
2669,6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48,9.4,5
2672,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,5
2674,6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.9955,3.14,0.41,9.6,5
2675,6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48,9.3,6
2680,5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6
2682,7.5,0.27,0.31,17.7,0.051,33.0,173.0,0.999,3.09,0.64,10.2,5
2686,7.5,0.35,0.48,12.4,0.0559999999999999,61.0,176.5,0.99803,2.97,0.52,8.8,5
2690,6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,5
2704,6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,0.51,9.5,6
2705,5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6
2708,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6
2709,6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6
2710,8.5,0.19,0.56,17.3,0.055,47.0,169.0,1.00047,3.07,0.67,9.3,6
2719,6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5
2721,6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5,9.55,6
2722,7.5,0.25,0.47,4.1,0.0409999999999999,95.0,163.0,0.99184,2.92,0.59,11.3,6
2729,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5
2730,6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,5
2731,6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6
2734,8.6,0.37,0.7,12.15,0.039,21.0,158.0,0.9983,3.0,0.73,9.3,6
2736,6.3,0.3,0.19,7.7,0.049,47.0,184.0,0.99514,3.22,0.48,9.5,5
2738,6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,6
2739,6.0,0.14,0.17,5.6,0.036,37.0,127.0,0.99373,3.05,0.57,9.8,6
2747,7.0,0.27,0.48,6.1,0.042,60.0,184.0,0.99566,3.2,0.5,9.4,6
2754,6.4,0.33,0.44,8.9,0.055,52.0,164.0,0.99488,3.1,0.48,9.6,5
2769,8.1,0.19,0.58,16.65,0.049,48.0,181.0,1.0006,3.2,0.62,9.1,6
2774,7.4,0.41,0.66,10.8,0.051,77.0,194.0,0.9976,3.05,0.46,8.7,5
2779,6.6,0.46,0.49,7.4,0.052,19.0,184.0,0.9956,3.11,0.38,9.0,5
2780,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,4
2787,7.6,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,3.14,0.43,9.9,6
2790,6.4,0.24,0.29,11.4,0.051,32.0,166.0,0.9968,3.31,0.45,9.5,5
2795,6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,6
2796,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
2797,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6
2799,7.8,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,6
2805,6.4,0.37,0.12,5.9,0.0559999999999999,6.0,91.0,0.99536,3.06,0.46,8.4,4
2808,8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,3.09,0.57,9.4,5
2812,7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59,9.6,6
2813,5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6
2815,7.3,0.36,0.62,7.1,0.033,48.0,185.0,0.99472,3.14,0.62,10.6,6
2822,6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5
2823,7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978,3.0,0.36,8.7,5
2826,6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,5
2829,5.5,0.35,0.35,1.1,0.045,14.0,167.0,0.992,3.34,0.68,9.9,6
2830,7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62,9.4,6
2831,7.3,0.2,0.29,19.5,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,6
2833,6.7,0.18,0.25,14.3,0.048,79.0,149.0,0.9975,3.12,0.37,9.7,5
2834,7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.99708,3.11,0.57,9.6,6
2843,6.5,0.32,0.23,1.2,0.054,39.0,208.0,0.99272,3.18,0.46,9.9,6
2845,6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6
2850,7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,6
2852,7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57,10.4,6
2858,6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,5
2878,6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,5
2882,6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,5
2885,6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,3.14,0.58,9.8,6
2887,7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5
2897,6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5
2900,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5
2903,7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6
2907,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6
2908,7.6,0.23,0.29,8.6,0.053,65.0,146.0,0.9963,3.11,0.32,9.8,6
2909,6.3,0.37,0.51,6.3,0.048,35.0,146.0,0.9943,3.1,1.01,10.5,6
2910,6.8,0.37,0.51,11.8,0.044,62.0,163.0,0.9976,3.19,0.44,8.8,5
2911,6.6,0.22,0.29,14.4,0.046,39.0,118.0,0.99834,3.05,0.5,9.1,6
2912,6.4,0.31,0.53,8.8,0.057,36.0,221.0,0.99642,3.17,0.44,9.1,5
2915,7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5
2917,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,5
2924,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6
2925,6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6,5
2927,6.3,0.27,0.46,11.1,0.053,44.0,177.0,0.99691,3.18,0.67,9.4,5
2931,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,5
2948,7.5,0.29,0.31,8.95,0.055,20.0,151.0,0.9968,3.08,0.54,9.3,5
2951,8.3,0.21,0.58,17.1,0.049,62.0,213.0,1.0006,3.01,0.51,9.3,6
2953,6.8,0.37,0.51,11.8,0.044,62.0,163.0,0.9976,3.19,0.44,8.8,5
2957,6.4,0.28,0.17,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,9.4,5
2966,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6
2967,7.0,0.25,0.29,15.2,0.047,40.0,171.0,0.9982,3.22,0.45,9.3,5
2972,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5
2981,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6
2992,6.3,0.3,0.28,5.0,0.042,36.0,168.0,0.99505,3.22,0.69,9.5,6
3002,6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,6
3004,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5
3014,6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,6
3017,8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.9982,2.98,0.65,9.4,5
3019,6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.99628,3.07,0.4,9.4,5
3024,5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6
3026,6.8,0.26,0.22,7.7,0.047,57.0,210.0,0.9959,3.1,0.47,9.0,5
3032,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,6
3037,7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5
3049,5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,6
3055,6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7
3062,7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,3.08,0.58,9.6,6
3072,7.4,0.19,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,7
3077,7.4,0.24,0.31,8.4,0.045,52.0,183.0,0.9963,3.09,0.32,8.8,5
3078,6.9,0.41,0.33,10.1,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,5
3080,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,6
3082,6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5
3084,6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5,9.5333333333,6
3085,5.7,0.25,0.22,9.8,0.049,50.0,125.0,0.99571,3.2,0.45,10.1,6
3090,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5
3098,7.2,0.23,0.38,14.3,0.0579999999999999,55.0,194.0,0.9979,3.09,0.44,9.0,6
3099,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,5
3103,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5
3108,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,5
3116,6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,6
3118,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5
3119,6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7
3121,6.1,0.3,0.56,2.8,0.044,47.0,179.0,0.9924,3.3,0.57,10.9,7
3126,6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6
3130,7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,8.8,6
3146,6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,3.11,0.47,9.2,6
3147,6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0,6
3148,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,6
3151,7.6,0.2,0.68,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,8.7,5
3156,7.1,0.33,0.64,13.2,0.0559999999999999,12.0,105.0,0.9972,3.05,0.39,9.2,5
3159,6.0,0.11,0.47,10.6,0.052,69.0,148.0,0.9958,2.91,0.34,9.3,4
3167,6.4,0.23,0.37,7.9,0.05,60.0,150.0,0.99488,2.86,0.49,9.3,6
3169,6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,6
3172,6.8,0.34,0.69,1.3,0.0579999999999999,12.0,171.0,0.9931,3.06,0.47,9.7,5
3178,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6
3180,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5
3183,6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5
3187,6.6,0.3,0.74,4.6,0.0409999999999999,36.0,159.0,0.9946,3.21,0.45,9.9,5
3188,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6
3189,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,5
3190,6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,3.2,0.53,9.5,6
3191,6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,2.96,0.59,10.2,6
3194,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7
3195,7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6
3196,6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,5
3197,6.9,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,6
3202,5.7,0.21,0.37,4.5,0.04,58.0,140.0,0.99332,3.29,0.62,10.6,6
3203,8.0,0.27,0.25,19.1,0.045,50.0,208.0,1.00051,3.05,0.5,9.2,6
3204,6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5
3209,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7
3218,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,5
3222,6.8,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,6
3223,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6
3225,7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5
3231,6.4,0.31,0.26,13.2,0.046,57.0,205.0,0.9975,3.17,0.41,9.6,5
3234,6.8,0.27,0.35,7.8,0.048,76.0,197.0,0.9959,3.24,0.43,9.5,6
3235,6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5
3253,5.4,0.29,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.75,10.0,6
3255,6.1,0.26,0.25,2.9,0.047,289.0,440.0,0.99314,3.44,0.64,10.5,3
3261,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6
3277,7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,8
3280,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5
3281,7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.99751,3.14,0.57,10.2,5
3284,7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,0.51,9.3,7
3286,6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,5
3291,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5
3296,6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.17,0.44,9.4,6
3298,6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,3.08,0.61,9.8,5
3309,6.5,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49,9.4,5
3310,6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.5333333333,5
3314,6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56,9.9,6
3316,7.3,0.36,0.54,13.3,0.054,63.0,193.0,0.99864,3.06,0.49,8.6,4
3318,7.3,0.22,0.5,13.7,0.049,56.0,189.0,0.9994,3.24,0.66,9.0,6
3326,7.6,0.29,0.58,17.5,0.0409999999999999,51.0,225.0,0.9997,3.16,0.66,9.5,6
3335,6.9,0.3,0.25,3.3,0.0409999999999999,26.0,124.0,0.99428,3.18,0.5,9.3,6
3337,6.5,0.33,0.38,8.3,0.048,68.0,174.0,0.99492,3.14,0.5,9.6,5
3341,6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,5
3343,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6
3347,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5
3355,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6
