,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
1625,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,6
1626,6.6,0.21,0.38,2.2,0.026,40.0,104.0,0.9914,3.25,0.4,11.1,8
1628,8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666667,6
1631,7.3,0.3,0.33,2.3,0.043,28.0,125.0,0.99084,3.34,0.44,12.6,7
1632,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6
1636,7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8
1637,6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,6
1639,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7
1642,6.3,0.3,0.29,2.1,0.048,33.0,142.0,0.98956,3.22,0.46,12.9,7
1646,6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,3.19,0.47,10.3,6
1647,6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.9954,3.34,0.52,10.5,7
1648,7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,6
1650,7.1,0.09,0.3,6.2,0.032,24.0,134.0,0.993,2.99,0.39,10.9,6
1654,6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
1656,5.7,0.26,0.25,10.4,0.02,7.0,57.0,0.994,3.39,0.37,10.6,5
1657,6.7,0.35,0.32,9.0,0.032,29.0,113.0,0.99188,3.13,0.65,12.9,7
1665,7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6
1669,7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,7
1670,5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,4
1675,6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,5
1677,6.4,0.22,0.32,7.2,0.0279999999999999,15.0,83.0,0.993,3.13,0.55,10.9,8
1678,6.6,0.24,0.38,12.75,0.034,8.0,74.0,0.99386,3.1,0.57,12.9,6
1679,6.2,0.2,0.33,5.4,0.0279999999999999,21.0,75.0,0.99012,3.36,0.41,13.5,7
1680,7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.99463,3.27,0.64,10.2,6
1681,6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.99756,3.33,0.54,10.2,6
1682,7.1,0.36,0.4,1.95,0.033,26.0,118.0,0.98934,3.2,0.45,13.5,7
1687,6.1,0.38,0.42,5.0,0.016,31.0,113.0,0.99007,3.15,0.31,12.4,7
1688,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6
1692,6.1,0.17,0.28,2.5,0.0279999999999999,22.0,98.0,0.99072,3.16,0.37,11.1,7
1697,5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,6
1698,7.9,0.25,0.35,6.7,0.039,22.0,64.0,0.99362,2.93,0.49,10.7,5
1699,6.3,0.3,0.2,3.7,0.039,34.0,132.0,0.99158,3.0,0.38,10.7,5
1700,5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7
1702,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,5
1703,7.4,0.25,0.37,6.9,0.02,14.0,93.0,0.9939,3.0,0.48,10.7,7
1706,8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.99558,3.13,0.46,10.8,6
1710,6.5,0.19,0.27,4.9,0.037,13.0,101.0,0.9916,3.17,0.41,11.8,6
1711,5.4,0.33,0.31,4.0,0.03,27.0,108.0,0.99031,3.3,0.43,12.2,7
1714,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7
1715,9.8,0.42,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,5
1722,6.6,0.22,0.36,5.5,0.0289999999999999,30.0,105.0,0.99206,3.2,0.47,11.8,6
1723,6.9,0.2,0.37,6.2,0.027,24.0,97.0,0.992,3.38,0.49,12.2,7
1724,7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.99652,3.37,0.54,10.3,5
1725,6.9,0.24,0.23,7.1,0.0409999999999999,20.0,97.0,0.99246,3.1,0.85,11.4,6
1736,7.2,0.2,0.36,2.5,0.0279999999999999,22.0,157.0,0.9938,3.48,0.49,10.6,6
1737,7.7,0.26,0.34,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,6
1746,6.8,0.22,0.41,6.7,0.034,39.0,116.0,0.99245,3.18,0.46,11.5,6
1748,6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6
1754,7.4,0.16,0.31,6.85,0.059,31.0,131.0,0.9952,3.29,0.34,9.7,5
1755,7.8,0.27,0.33,2.4,0.053,36.0,175.0,0.992,3.2,0.55,11.0,6
1757,6.5,0.27,0.26,11.0,0.03,2.0,82.0,0.99402,3.07,0.36,11.2,5
1761,6.6,0.24,0.3,11.3,0.026,11.0,77.0,0.99381,3.13,0.55,12.8,7
1762,7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,7
1765,8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,5
1767,7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,4
1768,6.5,0.3,0.28,11.45,0.0409999999999999,29.0,109.0,0.99418,2.98,0.3,10.9,6
1770,7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6
1772,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.3,11.9,7
1773,5.3,0.4,0.25,3.9,0.031,45.0,130.0,0.99072,3.31,0.58,11.75,7
1776,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6
1777,7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,6
1781,7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,6
1783,7.3,0.4,0.28,6.5,0.037,26.0,97.0,0.99148,3.16,0.58,12.6,7
1784,7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,3.17,0.51,10.9,5
1789,7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6
1790,5.9,0.17,0.29,3.1,0.03,32.0,123.0,0.98913,3.41,0.33,13.7,7
1796,7.4,0.18,0.3,8.8,0.064,26.0,103.0,0.9961,2.94,0.56,9.3,5
1797,6.9,0.3,0.3,10.55,0.037,4.0,28.0,0.99184,3.07,0.32,12.7,6
1805,7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.9963,3.2,0.56,9.8,6
1810,7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68,10.1,6
1812,6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,2.98,0.53,11.8,6
1813,6.8,0.34,0.36,8.9,0.0289999999999999,44.0,128.0,0.99318,3.28,0.35,11.95,7
1816,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7
1819,5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,6
1822,6.9,0.15,0.28,4.4,0.0289999999999999,14.0,107.0,0.99347,3.24,0.46,10.4,8
1826,6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6
1832,8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,6
1835,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6
1837,5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,6
1839,6.5,0.22,0.31,3.9,0.046,17.0,106.0,0.99098,3.15,0.31,11.5,5
1842,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,7
1845,6.7,0.28,0.31,7.4,0.0409999999999999,7.0,81.0,0.99254,3.04,0.47,11.4,8
1848,6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3,7
1858,6.2,0.76,0.01,3.2,0.0409999999999999,18.0,120.0,0.99026,3.2,0.94,13.7,7
1860,8.7,0.3,0.34,4.8,0.018,23.0,127.0,0.99474,3.12,0.49,11.2,7
1861,7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,6
1862,6.6,0.28,0.3,12.9,0.033,31.0,177.0,0.99479,3.12,0.39,11.2,6
1865,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6
1866,5.0,0.24,0.19,5.0,0.043,17.0,101.0,0.99438,3.67,0.57,10.0,5
1867,6.1,0.34,0.46,4.7,0.0289999999999999,21.0,94.0,0.991,3.29,0.62,12.3,6
1875,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,3.57,0.55,10.2,5
1877,5.9,0.25,0.19,12.4,0.047,50.0,162.0,0.9973,3.35,0.38,9.5,5
1878,7.0,0.36,0.35,2.5,0.048,67.0,161.0,0.99146,3.05,0.56,11.1,6
1879,6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.99518,3.2,0.4,10.8,6
1880,6.5,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,0.56,10.4,6
1881,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5
1883,8.1,0.25,0.38,3.8,0.051,18.0,129.0,0.9928,3.21,0.38,11.5,6
1884,6.9,0.28,0.28,12.2,0.042,52.0,139.0,0.99522,3.03,0.56,10.4,6
1885,6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,7
1888,6.5,0.2,0.24,9.2,0.044,25.0,150.0,0.99502,3.22,0.44,10.5,5
1892,8.5,0.23,0.28,11.1,0.033,30.0,97.0,0.99507,3.03,0.39,10.5,7
1904,8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7
1907,7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6
1908,7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,4
1910,5.6,0.26,0.27,10.6,0.03,27.0,119.0,0.9947,3.4,0.34,10.7,7
1916,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7
1918,5.7,0.39,0.25,4.9,0.033,49.0,113.0,0.98966,3.26,0.58,13.1,7
1920,6.8,0.21,0.37,7.0,0.038,27.0,107.0,0.99206,2.98,0.82,11.5,6
1922,7.9,0.25,0.29,5.3,0.031,33.0,117.0,0.9918,3.06,0.32,11.8,7
1928,6.2,0.15,0.27,11.0,0.035,46.0,116.0,0.99602,3.12,0.38,9.1,6
1929,6.0,0.33,0.18,3.0,0.036,5.0,85.0,0.99125,3.28,0.4,11.5,4
1933,7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49,11.0,6
1934,6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6
1935,5.8,0.28,0.28,4.2,0.044,52.0,158.0,0.992,3.35,0.44,10.7,7
1936,7.0,0.32,0.27,7.1,0.027,37.0,122.0,0.99165,3.15,0.6,12.6,7
1937,8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.99404,2.89,0.48,9.5,5
1942,6.0,0.2,0.32,3.0,0.031,26.0,118.0,0.99134,3.38,0.68,11.2,7
1945,5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,6
1949,6.1,0.37,0.36,4.7,0.035,36.0,116.0,0.991,3.31,0.62,12.6,6
1952,6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64,13.1,8
1955,6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,5
1957,7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47,10.6,6
1958,6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.9902,3.14,0.38,12.4,7
1959,6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66,10.5,6
1962,6.2,0.32,0.32,2.2,0.036,15.0,70.0,0.9899,3.16,0.48,12.7,6
1963,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6
1972,7.2,0.26,0.24,7.0,0.023,19.0,130.0,0.99176,3.14,0.49,12.8,7
1973,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8
1978,7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44,11.8,6
1982,7.3,0.3,0.34,2.7,0.044,34.0,108.0,0.99105,3.36,0.53,12.8,8
1983,8.6,0.36,0.26,11.1,0.03,43.5,171.0,0.9948,3.03,0.49,12.0,5
1984,6.3,0.25,0.27,6.6,0.054,40.0,158.0,0.99378,3.2,0.48,10.3,5
1985,6.5,0.26,0.32,16.5,0.045,44.0,166.0,1.0,3.38,0.46,9.5,6
1986,6.2,0.32,0.45,2.9,0.0289999999999999,37.0,94.0,0.98998,3.25,0.6,12.4,6
1989,8.5,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,6
1996,7.8,0.21,0.34,11.9,0.039,55.0,140.0,0.9959,3.02,0.31,10.3,6
1997,6.9,0.22,0.32,5.8,0.0409999999999999,20.0,119.0,0.99296,3.17,0.55,11.2,6
2000,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,7
2001,6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6
2004,7.6,0.31,0.49,3.95,0.044,27.0,131.0,0.9912,3.08,0.67,12.8,7
2005,5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,7
2009,6.1,0.19,0.25,4.0,0.023,23.0,112.0,0.9923,3.37,0.51,11.6,6
2010,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32,11.0,7
2011,7.7,0.42,0.38,8.1,0.061,49.0,144.0,0.9966,3.4,0.58,11.0,6
2014,9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.9938,2.94,0.32,11.5,6
2021,5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,7
2027,6.6,0.28,0.34,0.8,0.037,42.0,119.0,0.9888,3.03,0.37,12.5,6
2030,6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,3.19,0.22,13.4,7
2033,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,5
2039,7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,6
2042,5.4,0.27,0.22,4.6,0.022,29.0,107.0,0.98889,3.33,0.54,13.8,6
2049,8.1,0.24,0.32,10.5,0.03,34.0,105.0,0.99407,3.11,0.42,11.8,6
2050,6.6,0.16,0.21,6.7,0.055,43.0,157.0,0.99384,3.15,0.52,10.8,6
2051,6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,6
2053,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5
2054,7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5
2056,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6
2059,6.6,0.24,0.28,6.7,0.032,26.0,91.0,0.99172,3.13,0.32,12.3,6
2060,6.9,0.33,0.31,4.2,0.04,21.0,93.0,0.9896,3.18,0.48,13.4,7
2061,6.4,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,6
2068,11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,3
2069,6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.99278,3.15,0.4,11.0,6
2072,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,7
2074,6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6
2078,3.9,0.225,0.4,4.2,0.03,29.0,118.0,0.989,3.57,0.36,12.8,8
2083,7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7
2087,7.0,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,3.18,0.43,12.2,6
2089,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7
2090,7.9,0.22,0.38,8.0,0.043,46.0,152.0,0.9934,3.12,0.32,11.5,7
2091,6.9,0.33,0.26,5.0,0.027,46.0,143.0,0.9924,3.25,0.43,11.2,7
2096,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6
2097,8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,5
2098,6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,6
2107,7.7,0.28,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,10.2,5
2110,7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,8
2113,6.0,0.26,0.32,3.8,0.0289999999999999,48.0,180.0,0.99011,3.15,0.34,12.0,6
2114,7.2,0.35,0.34,12.4,0.051,6.0,37.0,0.9944,3.13,0.39,11.5,6
2119,6.2,0.21,0.28,5.7,0.0279999999999999,45.0,121.0,0.99168,3.21,1.08,12.15,7
2123,6.6,0.21,0.31,11.4,0.039,46.0,165.0,0.99795,3.41,0.44,9.8,7
2126,7.5,0.22,0.29,4.8,0.05,33.0,87.0,0.994,3.14,0.42,9.9,5
2128,7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6
2129,7.6,0.2,0.39,2.6,0.044,30.0,180.0,0.9941,3.46,0.44,10.8,7
2130,5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,3.36,0.37,11.0,6
2131,6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,8
2132,6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333,7
2135,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6
2138,7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,7
2141,6.8,0.25,0.37,3.1,0.026,29.0,93.0,0.99035,3.14,0.45,12.2,6
2144,6.6,0.25,0.34,3.0,0.054,22.0,141.0,0.99338,3.26,0.47,10.4,6
2145,8.0,0.24,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10.0,5
2148,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,7
2156,6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6
2158,6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.99052,3.25,0.43,12.0,5
2159,7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5
2162,6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,6
2163,6.5,0.32,0.34,5.7,0.044,27.0,91.0,0.99184,3.28,0.6,12.0,7
2165,6.7,0.27,0.3,13.9,0.0289999999999999,34.0,131.0,0.9953,3.36,0.5,12.0,7
2166,6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,6
2169,6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.99068,3.27,0.31,12.7,6
2171,6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,0.44,10.4,6
2172,7.6,0.27,0.24,3.8,0.0579999999999999,19.0,115.0,0.9958,3.15,0.45,8.9,5
2174,6.3,0.4,0.32,10.6,0.049,38.0,209.0,0.9981,3.47,0.59,9.3,6
2175,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,5
2178,7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4
2181,7.6,0.31,0.27,5.8,0.036,23.0,109.0,0.99399,3.34,0.54,11.0,6
2182,7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6
2184,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6
2185,7.1,0.39,0.35,12.5,0.044,26.0,72.0,0.9941,3.17,0.29,11.6,5
2186,6.6,0.39,0.22,4.0,0.038,17.0,98.0,0.99018,3.25,0.53,13.0,7
2194,6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,5
2196,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.9939,3.16,0.52,11.7,5
2197,8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,5
2199,7.0,0.53,0.43,6.1,0.0289999999999999,6.0,76.0,0.99118,3.08,0.5,12.5,8
2200,6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126,3.27,0.56,11.6,6
2201,6.4,0.25,0.37,4.5,0.039,41.0,147.0,0.9921,3.18,0.4,11.1,7
2204,7.7,0.28,0.24,2.4,0.044,29.0,157.0,0.99312,3.27,0.56,10.6,6
2206,8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,7
2210,6.8,0.43,0.3,3.5,0.033,27.0,135.0,0.9906,3.0,0.37,12.0,6
2215,6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7
2217,4.7,0.785,0.0,3.4,0.036,23.0,134.0,0.98981,3.53,0.92,13.8,6
2222,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7
2223,5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,7
2227,6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6
2230,7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,2.98,0.31,12.0,7
2232,7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,5
2235,7.4,0.18,0.36,13.1,0.0559999999999999,72.0,163.0,1.0,3.42,0.35,9.1,6
2236,7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,7
2239,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6
2245,9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,5
2248,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,6
2253,6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,6
2257,6.8,0.23,0.31,2.8,0.047,40.0,122.0,0.99126,3.06,0.64,10.9,7
2258,6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.99283,3.12,0.56,11.0,6
2260,7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6
2261,7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,7
2265,7.3,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,2.84,0.54,13.2,7
2266,6.9,0.2,0.3,4.7,0.0409999999999999,40.0,148.0,0.9932,3.16,0.35,10.2,6
2267,6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,6
2272,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6
2273,6.7,0.13,0.45,4.2,0.043,52.0,131.0,0.99162,3.06,0.54,11.3,6
2276,6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71,10.0,5
2278,6.4,0.16,0.31,5.3,0.043,42.0,157.0,0.99455,3.35,0.47,10.5,5
2279,5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1,7
2282,6.9,0.28,0.37,9.1,0.037,16.0,76.0,0.9948,3.05,0.54,11.1,5
2289,7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,3.1,0.44,9.5,6
2293,5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8
2294,6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.68,0.46,10.7,6
2295,8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.9938,3.14,0.51,10.1,6
2299,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,6
2304,7.9,0.28,0.41,4.9,0.0579999999999999,31.0,153.0,0.9966,3.27,0.51,9.7,6
2305,7.2,0.26,0.26,12.7,0.036,49.0,214.0,0.9986,3.41,0.5,10.0,6
2306,8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,5
2308,9.2,0.28,0.46,3.2,0.0579999999999999,39.0,133.0,0.996,3.14,0.58,9.5,5
2309,6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333,6
2315,8.0,0.25,0.27,9.7,0.036,15.0,85.0,0.99406,2.99,0.36,11.2,6
2317,6.8,0.3,0.27,11.6,0.0279999999999999,22.0,97.0,0.99314,2.96,0.38,11.7,6
2319,8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,7
2327,7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.992,3.05,0.31,11.7,4
2330,5.9,0.34,0.3,3.8,0.035,57.0,135.0,0.99016,3.09,0.34,12.0,6
2331,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6
2333,8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,6
2335,6.3,0.31,0.34,2.2,0.045,20.0,77.0,0.9927,3.3,0.43,10.2,5
2338,6.9,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,6
2343,7.7,0.28,0.35,15.3,0.0559999999999999,31.0,117.0,0.9998,3.27,0.5,9.6,5
2346,7.2,0.31,0.41,8.6,0.053,15.0,89.0,0.9976,3.29,0.64,9.9,6
2347,7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,6
2349,5.6,0.23,0.29,3.1,0.023,19.0,89.0,0.99068,3.25,0.51,11.2,6
2351,5.9,0.33,0.32,8.1,0.038,9.0,34.0,0.9911,3.22,0.36,12.7,7
2352,6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37,10.0,6
2358,6.0,0.32,0.3,1.3,0.025,18.0,112.0,0.98802,3.07,0.64,13.3,7
2359,6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37,10.0,6
2362,5.7,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61,10.3,6
2369,7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.99432,3.11,0.34,10.9,6
2372,7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,6
2374,7.2,0.23,0.33,12.7,0.049,50.0,183.0,0.9987,3.41,0.4,9.8,5
2376,6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7
