,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
2456,F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10
2457,I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7
2458,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10
2459,I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
2464,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
2467,M,0.465,0.355,0.12,0.5315,0.2725,0.0969999999999999,0.1395,8
2469,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6
2471,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
2473,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
2477,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
2478,I,0.47,0.345,0.14,0.4615,0.2289999999999999,0.1105,0.1159999999999999,9
2479,M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
2482,M,0.365,0.295,0.08,0.2555,0.0969999999999999,0.043,0.1,7
2484,M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10
2485,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
2486,I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
2494,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.1689999999999999,8
2498,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
2502,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
2503,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.2189999999999999,10
2505,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
2506,I,0.43,0.335,0.105,0.3779999999999999,0.188,0.0785,0.09,6
2507,I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7
2508,F,0.515,0.405,0.12,0.6459999999999999,0.2895,0.1405,0.177,10
2514,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
2522,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7
2528,F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
2537,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8
2542,I,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174,8
2546,I,0.455,0.335,0.105,0.422,0.2289999999999999,0.0865,0.1,6
2547,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
2553,F,0.415,0.305,0.105,0.3605,0.12,0.0819999999999999,0.1,10
2554,M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.2739999999999999,10
2558,F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10
2563,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
2570,I,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8
2577,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
2583,I,0.54,0.425,0.13,0.7205,0.2955,0.1689999999999999,0.225,10
2589,I,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7
2591,I,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5
2599,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
2607,M,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
2610,F,0.525,0.4,0.135,0.7140000000000001,0.318,0.138,0.208,10
2615,I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8
2616,F,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
2620,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
2630,M,0.535,0.42,0.16,0.72,0.275,0.1639999999999999,0.225,15
2634,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
2635,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7
2637,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
2638,M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
2640,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
2641,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10
2644,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
2645,F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
2646,I,0.45,0.355,0.105,0.4445,0.1969999999999999,0.093,0.1335,8
2649,M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
2652,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
2655,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.1889999999999999,9
2656,I,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8
2658,I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
2660,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
2661,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8
2663,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
2664,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
2666,I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12
2667,F,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9
2670,M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
2672,F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
2681,I,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9
2685,I,0.46,0.345,0.11,0.3755,0.1525,0.0579999999999999,0.125,7
2688,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
2689,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
2693,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
2700,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
2703,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
2704,M,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,8
2705,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
2707,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
2708,I,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8
2712,I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
2715,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
2717,I,0.525,0.39,0.105,0.5670000000000001,0.2875,0.1075,0.16,8
2718,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
2724,M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,8
2726,I,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725,8
2729,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10
2730,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
2732,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
2733,M,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11
2737,I,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7
2738,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
2739,I,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7
2741,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
2744,I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10
2746,M,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,11
2751,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2753,I,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,9
2755,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
2759,M,0.575,0.475,0.145,0.857,0.3665,0.173,0.2689999999999999,9
2760,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7
2761,I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8
2767,I,0.44,0.34,0.1,0.379,0.1725,0.0815,0.1009999999999999,7
2777,M,0.425,0.35,0.105,0.3929999999999999,0.13,0.063,0.165,9
2780,I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
2781,I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
2785,I,0.42,0.32,0.115,0.376,0.1689999999999999,0.092,0.1,5
2786,I,0.475,0.355,0.105,0.4679999999999999,0.201,0.1115,0.12,8
2788,I,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9
2792,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
2793,M,0.47,0.375,0.13,0.5795,0.2145,0.1639999999999999,0.195,13
2796,F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
2800,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
2802,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
2804,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
2806,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
2807,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
2809,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
2810,I,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
2811,F,0.47,0.375,0.105,0.513,0.2319999999999999,0.142,0.13,11
2812,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.1169999999999999,7
2823,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
2824,M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
2825,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
2826,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
2830,I,0.575,0.45,0.13,0.8145,0.4029999999999999,0.1715,0.213,10
2833,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
2841,I,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,9
2842,M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12
2844,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.1169999999999999,8
2854,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
2855,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8
2859,I,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,6
2860,F,0.51,0.38,0.13,0.584,0.2239999999999999,0.1355,0.185,13
2861,M,0.55,0.45,0.155,0.7895,0.3429999999999999,0.159,0.25,12
2864,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
2865,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
2868,I,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
2869,I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7
2871,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
2872,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8
2879,I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9
2885,F,0.525,0.41,0.15,0.708,0.2739999999999999,0.151,0.25,12
2887,F,0.46,0.355,0.13,0.4579999999999999,0.192,0.1055,0.13,13
2890,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7
2891,I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
2896,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
2897,I,0.5,0.375,0.12,0.542,0.215,0.1159999999999999,0.17,9
2900,M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
2902,M,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
2907,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
2908,I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
2910,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15
2912,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
2917,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
2919,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
2923,I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8
2924,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
2926,I,0.465,0.37,0.1,0.5055,0.2339999999999999,0.11,0.14,7
2929,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
2930,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9
2931,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
2935,I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
2937,I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
2938,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
2939,I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7
2940,F,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
2950,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
2953,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
2954,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
2960,M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
2964,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
2966,M,0.495,0.38,0.12,0.474,0.1969999999999999,0.1065,0.1545,10
2967,I,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,6
2973,I,0.37,0.275,0.085,0.2045,0.096,0.0559999999999999,0.08,6
2979,I,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
2982,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
2988,M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
2989,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.0969999999999999,6
2993,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
2995,F,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,10
3007,M,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,9
3014,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
3015,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
3020,M,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8
3021,M,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,6
3024,M,0.455,0.365,0.095,0.514,0.2245,0.1009999999999999,0.15,15
3025,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9
3026,I,0.475,0.365,0.115,0.4589999999999999,0.2175,0.093,0.1165,7
3028,I,0.445,0.325,0.1,0.3779999999999999,0.1795,0.1,0.089,7
3030,I,0.505,0.4,0.145,0.7045,0.3339999999999999,0.1425,0.207,8
3031,F,0.425,0.345,0.11,0.3665,0.125,0.081,0.1169999999999999,11
3032,M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
3038,I,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11
3039,I,0.405,0.29,0.09,0.2825,0.1119999999999999,0.075,0.0815,7
3040,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
3047,F,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795,8
3048,I,0.44,0.34,0.105,0.369,0.1639999999999999,0.08,0.1015,5
3049,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
3050,M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
3063,I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8
3067,I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6
3070,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13
3071,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
3075,I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7
3078,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9
3079,F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
3080,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
3084,F,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,10
3088,I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
3093,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
3094,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
3095,F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9
3096,F,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146,8
3098,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
3099,F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
3101,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
3102,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
3105,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
3107,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
3109,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
3113,F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12
3114,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
3115,M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
3119,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9
3123,I,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,8
3126,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.1169999999999999,9
3128,F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10
3137,F,0.435,0.35,0.105,0.4195,0.1939999999999999,0.1005,0.13,7
3138,I,0.495,0.33,0.1,0.44,0.177,0.095,0.15,7
3146,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
3150,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
3152,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
3154,I,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9
3155,I,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,8
3159,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
3163,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
3165,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
3171,M,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
3173,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
3176,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7
3193,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
3195,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
3196,M,0.535,0.43,0.155,0.7845,0.3285,0.1689999999999999,0.245,10
3197,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
3199,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9
3202,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10
3203,I,0.49,0.375,0.125,0.5445,0.2789999999999999,0.115,0.13,8
3205,I,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,9
3207,I,0.53,0.395,0.115,0.475,0.2025,0.1009999999999999,0.148,8
3211,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9
3212,I,0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8
3236,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
3240,M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
3244,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5
3252,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9
3255,F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
3259,F,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7
3260,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
3268,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
3272,M,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
3273,I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8
3280,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6
3285,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9
3286,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
3287,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
3288,I,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,7
3294,I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
3301,I,0.53,0.4,0.125,0.617,0.2789999999999999,0.127,0.19,8
3306,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
3308,M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
3310,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
3318,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
3323,F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
3324,M,0.46,0.34,0.135,0.495,0.1655,0.1169999999999999,0.185,10
3328,I,0.425,0.34,0.1,0.382,0.1639999999999999,0.096,0.1,6
3329,M,0.48,0.365,0.12,0.6015,0.312,0.1169999999999999,0.14,7
3334,I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8
3338,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
3339,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,8
3345,I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7
3346,I,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6
3348,I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
3350,I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
3352,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
3356,F,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9
3360,M,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
3366,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12
3371,I,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6
3383,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8
3384,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
3389,I,0.435,0.335,0.095,0.298,0.109,0.0579999999999999,0.115,7
3391,F,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
3395,I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
3400,F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9
3405,M,0.58,0.455,0.135,0.7955,0.405,0.1669999999999999,0.204,10
3406,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
3413,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.1689999999999999,9
3414,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6
3415,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
3417,F,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
3418,M,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
3426,I,0.435,0.335,0.11,0.3829999999999999,0.1555,0.0675,0.135,12
3430,I,0.55,0.425,0.15,0.639,0.2689999999999999,0.1345,0.217,9
3431,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
3432,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
3434,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
3439,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
3445,I,0.55,0.435,0.165,0.804,0.34,0.1939999999999999,0.244,8
3447,M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
3450,I,0.45,0.33,0.105,0.4479999999999999,0.208,0.089,0.12,9
3452,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9
3459,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
3461,M,0.595,0.45,0.14,0.838,0.3965,0.1939999999999999,0.217,10
3472,I,0.445,0.345,0.12,0.4035,0.1689999999999999,0.0825,0.13,7
3475,I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8
3477,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
3484,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7
3486,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8
3491,M,0.425,0.34,0.12,0.3879999999999999,0.149,0.087,0.125,10
3497,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.2239999999999999,8
3501,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
3502,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
3504,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
3515,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9
3517,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
3518,F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
3519,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
3520,F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
3523,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7
3525,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
3527,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
3529,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
3534,M,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9
3535,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
3541,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
3544,I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
3547,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
3551,F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
3552,I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
3559,M,0.455,0.35,0.105,0.416,0.1625,0.0969999999999999,0.145,11
3562,F,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10
3563,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7
3566,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
3576,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
3577,M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
3581,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.2689999999999999,10
3585,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
3586,I,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18,8
3587,I,0.39,0.31,0.1,0.302,0.1159999999999999,0.064,0.115,11
3588,I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
3591,M,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
3594,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
3597,I,0.475,0.365,0.115,0.499,0.2319999999999999,0.0885,0.156,10
3601,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
3607,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8
3610,F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
3614,I,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9
3615,M,0.53,0.4,0.125,0.7575,0.3979999999999999,0.151,0.175,8
3618,I,0.42,0.305,0.09,0.3279999999999999,0.168,0.0615,0.0819999999999999,6
3623,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
3629,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
3631,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
3635,M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.1689999999999999,8
3636,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.2289999999999999,9
3638,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
3639,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
