,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
1649,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
1650,M,0.685,0.53,0.17,1.56,0.647,0.3829999999999999,0.465,11
1652,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
1655,M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
1656,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
1658,F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
1660,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
1663,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
1666,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
1669,M,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
1670,F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
1673,F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10
1674,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
1677,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
1678,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
1679,M,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,7
1680,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
1681,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15
1683,M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
1684,F,0.48,0.39,0.125,0.6905,0.2189999999999999,0.155,0.2,12
1685,M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
1687,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
1691,M,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,8
1692,M,0.575,0.45,0.155,0.8859999999999999,0.3605,0.211,0.2575,9
1696,M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8
1698,M,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7
1699,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
1706,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
1710,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
1715,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
1717,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
1721,M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
1724,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10
1734,M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
1735,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
1736,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
1739,F,0.6,0.475,0.155,1.0590000000000002,0.441,0.19,0.39,11
1740,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
1742,F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8
1744,M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11
1745,I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
1747,M,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10
1748,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
1752,M,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,13
1762,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
1763,F,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16
1764,F,0.575,0.47,0.165,0.8690000000000001,0.435,0.1969999999999999,0.238,9
1765,M,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.119,8
1767,F,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,12
1771,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
1772,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
1776,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
1777,M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10
1779,F,0.53,0.425,0.13,0.7585,0.325,0.1969999999999999,0.205,8
1780,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
1781,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
1782,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
1783,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
1784,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
1788,F,0.56,0.455,0.19,0.7140000000000001,0.283,0.129,0.275,9
1791,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13
1792,M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
1797,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
1798,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10
1802,F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
1803,M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
1805,M,0.655,0.515,0.2,1.3730000000000002,0.4429999999999999,0.3375,0.49,16
1806,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
1807,F,0.61,0.47,0.195,1.2735,0.469,0.3315,0.3979999999999999,12
1808,I,0.59,0.47,0.145,0.974,0.4529999999999999,0.236,0.289,8
1809,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
1811,M,0.605,0.5,0.175,1.098,0.4765,0.2319999999999999,0.375,12
1813,F,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
1814,M,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.416,10
1816,M,0.655,0.525,0.16,1.46,0.6859999999999999,0.311,0.405,11
1817,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
1818,M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12
1820,F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
1821,F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13
1824,M,0.57,0.46,0.155,1.0005,0.4539999999999999,0.205,0.265,11
1826,F,0.65,0.495,0.16,1.3105,0.5770000000000001,0.3315,0.355,9
1829,M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
1831,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
1833,M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
1834,F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
1835,F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16
1839,F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
1841,F,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405,13
1842,F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
1844,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
1845,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
1850,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
1851,F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
1853,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
1855,F,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,8
1857,M,0.535,0.42,0.145,0.7909999999999999,0.33,0.1889999999999999,0.25,10
1860,F,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,16
1861,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
1866,F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10
1868,F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
1870,M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
1871,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8
1872,M,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
1873,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
1876,M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12
1883,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15
1884,F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
1885,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
1887,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
1889,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
1899,F,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488,11
1904,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
1907,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
1913,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
1915,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
1917,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8
1919,F,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
1925,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
1927,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
1929,M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
1935,F,0.59,0.415,0.15,0.8805,0.3645,0.2339999999999999,0.235,11
1936,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
1938,I,0.53,0.415,0.13,0.6940000000000001,0.3905,0.111,0.1669999999999999,9
1941,F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
1943,F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
1944,M,0.555,0.435,0.145,0.9205,0.4039999999999999,0.2275,0.255,8
1949,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
1950,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
1951,M,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
1954,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
1959,I,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17
1962,M,0.505,0.38,0.13,0.6559999999999999,0.2269999999999999,0.1785,0.22,13
1965,F,0.525,0.38,0.14,0.6065,0.1939999999999999,0.1475,0.21,14
1968,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
1970,M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
1971,F,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,11
1972,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
1977,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
1984,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
1985,F,0.595,0.47,0.155,1.1775,0.542,0.2689999999999999,0.31,9
1986,M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,10
1987,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
1989,M,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
1991,F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
1992,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
1994,M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
1995,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
1996,M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12
1997,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11
2005,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
2007,F,0.605,0.47,0.155,0.974,0.3929999999999999,0.2239999999999999,0.3345,9
2009,M,0.6,0.47,0.165,1.0590000000000002,0.504,0.241,0.275,9
2016,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
2018,M,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,10
2020,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
2021,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
2022,F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
2024,F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
2025,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
2026,I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11
2030,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
2032,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
2033,F,0.695,0.565,0.19,1.7635,0.7465,0.3989999999999999,0.4975,11
2035,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10
2036,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
2037,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
2038,F,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10
2043,M,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,12
2047,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
2049,M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
2051,F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
2052,M,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
2055,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
2061,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
2062,M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.3989999999999999,11
2066,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
2069,I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
2071,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
2072,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
2074,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.4679999999999999,11
2075,M,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10
2077,I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.1669999999999999,8
2083,F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
2088,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
2090,F,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
2091,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
2095,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
2097,M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
2098,F,0.525,0.42,0.16,0.7559999999999999,0.2745,0.173,0.275,9
2100,F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6
2102,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
2104,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
2105,M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
2106,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9
2107,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
2108,F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
2112,F,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235,11
2114,F,0.575,0.46,0.145,0.9945,0.466,0.2289999999999999,0.265,7
2119,F,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
2122,M,0.595,0.475,0.14,0.944,0.3625,0.1889999999999999,0.315,9
2129,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
2130,F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11
2131,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
2132,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
2134,M,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,9
2139,F,0.655,0.455,0.17,1.275,0.583,0.303,0.3329999999999999,8
2143,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14
2145,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
2146,F,0.705,0.53,0.17,1.564,0.612,0.3939999999999999,0.44,10
2147,M,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,15
2148,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
2149,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
2151,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
2155,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
2156,M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11
2160,F,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12
2161,M,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
2162,F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
2164,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19
2165,I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
2168,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
2171,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
2177,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
2179,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10
2180,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
2182,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9
2184,M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
2185,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
2186,M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
2187,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
2189,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
2190,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
2191,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12
2192,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
2194,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
2197,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
2199,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20
2200,F,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
2201,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
2203,M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
2209,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
2210,M,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11
2211,M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9
2213,F,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
2214,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
2216,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
2218,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
2224,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
2226,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9
2229,M,0.475,0.365,0.14,0.6175,0.2019999999999999,0.1445,0.19,16
2235,F,0.63,0.515,0.16,1.336,0.5529999999999999,0.3205,0.35,11
2236,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
2238,M,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12
2240,I,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195,18
2241,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
2242,I,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10
2245,M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13
2250,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
2251,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.2739999999999999,9
2252,F,0.57,0.465,0.18,0.9995,0.405,0.2769999999999999,0.295,16
2259,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
2261,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
2267,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
2268,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
2273,M,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11
2277,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
2278,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
2280,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
2283,M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
2286,F,0.66,0.53,0.17,1.431,0.622,0.309,0.3979999999999999,10
2288,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
2289,M,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,17
2290,M,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,10
2291,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
2293,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2296,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
2297,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
2298,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
2300,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2301,M,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
2303,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
2304,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
2305,F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
2306,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
2307,F,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
2308,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
2309,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
2317,F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
2323,F,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
2324,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
2326,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11
2327,F,0.625,0.49,0.155,1.115,0.484,0.2769999999999999,0.3095,9
2328,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
2329,F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
2330,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8
2336,M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
2339,M,0.66,0.5,0.165,1.3195,0.667,0.2689999999999999,0.341,9
2342,F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
2343,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7
2344,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
2345,M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7
2347,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11
2351,M,0.68,0.54,0.19,1.6230000000000002,0.7165,0.354,0.4715,12
2352,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
2353,F,0.59,0.46,0.145,0.9905,0.4529999999999999,0.2205,0.275,8
2354,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
2358,F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
2359,F,0.595,0.465,0.155,1.026,0.4645,0.1119999999999999,0.305,12
2361,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
2362,I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
2364,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
2367,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
2369,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
2370,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
2372,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
2378,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
2380,F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
2381,F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
2385,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
2386,M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
2387,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
2388,F,0.63,0.48,0.165,1.2615,0.5505,0.2769999999999999,0.3885,10
2390,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12
2401,F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
2406,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13
2408,I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7
2413,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
2423,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
2424,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
2426,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
2427,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
2428,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
2434,M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14
2437,F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
2438,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
2441,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.3879999999999999,11
2442,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
2444,F,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,9
2445,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
2447,M,0.58,0.47,0.165,1.041,0.54,0.166,0.2789999999999999,9
2450,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10
2455,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
2461,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15
2466,F,0.68,0.51,0.2,1.6075,0.7140000000000001,0.3389999999999999,0.4705,11
2468,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11
2472,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
2474,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
2476,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
2481,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
2483,F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
2489,M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
2491,M,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9
2496,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
2497,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
2499,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
2501,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12
2504,M,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16
2509,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
2512,M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
2513,F,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13
2515,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
2517,M,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11
2519,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
2520,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
2521,M,0.605,0.455,0.16,1.1215,0.5329999999999999,0.273,0.271,10
2523,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
2525,M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14
2526,F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15
2527,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
2529,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
